record_id,experiment_id,experiment_date,prepared_sample_id,field_sample_id,collection_timestamp,provider_codename,resource_name,primary_product,parameter_name,unit,observed_value,repl_no,qc_pass,note,analyst_email,analysis_type
(99)b2d7,46.0,,38,13.0,2024-11-21 12:10:00,vibrant,almond shells,almonds,k,ppm,19500.0,1,provisional,,xkang2@lbl.gov,xrf
(99)bb44,46.0,,38,13.0,2024-11-21 12:10:00,vibrant,almond shells,almonds,y,ppm,0.0,1,provisional,,xkang2@lbl.gov,xrf
(99)c0f7,46.0,,38,13.0,2024-11-21 12:10:00,vibrant,almond shells,almonds,th,ppm,64.0,1,provisional,,xkang2@lbl.gov,xrf
(99)cc39,46.0,,38,13.0,2024-11-21 12:10:00,vibrant,almond shells,almonds,cd,ppm,0.0,1,provisional,,xkang2@lbl.gov,xrf
(99)d168,46.0,,38,13.0,2024-11-21 12:10:00,vibrant,almond shells,almonds,w,ppm,0.0,1,provisional,,xkang2@lbl.gov,xrf
(99)d19e,46.0,,38,13.0,2024-11-21 12:10:00,vibrant,almond shells,almonds,p,ppm,745.0,1,provisional,,xkang2@lbl.gov,xrf
(99)d794,46.0,,38,13.0,2024-11-21 12:10:00,vibrant,almond shells,almonds,fe,ppm,822.0,1,provisional,,xkang2@lbl.gov,xrf
(99)e65f,46.0,,38,13.0,2024-11-21 12:10:00,vibrant,almond shells,almonds,u,ppm,20.0,1,provisional,,xkang2@lbl.gov,xrf
(99)ee86,46.0,,38,13.0,2024-11-21 12:10:00,vibrant,almond shells,almonds,s,ppm,532.0,1,provisional,,xkang2@lbl.gov,xrf
(99)f094,46.0,,38,13.0,2024-11-21 12:10:00,vibrant,almond shells,almonds,ag,ppm,0.0,1,provisional,,xkang2@lbl.gov,xrf
(a0)0699,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,k,ppm,13900.0,3,pass,,jduong@lbl.gov,xrf
(a0)0d8a,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,fe,ppm,209.0,2,pass,,jduong@lbl.gov,xrf
(a0)103a,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,mn,ppm,44.0,2,pass,,jduong@lbl.gov,xrf
(a0)160a,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,ti,ppm,153.0,1,pass,,jduong@lbl.gov,xrf
(a0)17f2,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,u,ppm,13.0,3,pass,,jduong@lbl.gov,xrf
(a0)1fc0,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,si,ppm,1500.0,2,pass,,jduong@lbl.gov,xrf
(a0)207e,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,mo,ppm,4.0,3,pass,,jduong@lbl.gov,xrf
(a0)21ce,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,ca,ppm,6960.0,2,pass,,jduong@lbl.gov,xrf
(a0)2357,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,sr,ppm,34.0,2,pass,,jduong@lbl.gov,xrf
(a0)27d1,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,p,ppm,1530.0,3,pass,,jduong@lbl.gov,xrf
(a0)30bb,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,k,ppm,13800.0,2,pass,,jduong@lbl.gov,xrf
(a0)30dd,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,cu,ppm,87.0,1,pass,,jduong@lbl.gov,xrf
(a0)321b,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,zn,ppm,34.0,2,pass,,jduong@lbl.gov,xrf
(a0)33b6,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,p,ppm,1560.0,2,pass,,jduong@lbl.gov,xrf
(a0)37e6,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,cu,ppm,90.0,3,pass,,jduong@lbl.gov,xrf
(a0)47ab,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,u,ppm,13.0,2,pass,,jduong@lbl.gov,xrf
(a0)48a6,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,k,ppm,13800.0,1,pass,,jduong@lbl.gov,xrf
(a0)4ac8,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,s,ppm,1210.0,2,pass,,jduong@lbl.gov,xrf
(a0)522a,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,s,ppm,1220.0,3,pass,,jduong@lbl.gov,xrf
(a0)5627,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,ce,ppm,76.0,3,pass,,jduong@lbl.gov,xrf
(a0)5a5f,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,fe,ppm,208.0,3,pass,,jduong@lbl.gov,xrf
(a0)6374,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,rb,ppm,47.0,2,pass,,jduong@lbl.gov,xrf
(a0)6722,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,ti,ppm,156.0,3,pass,,jduong@lbl.gov,xrf
(a0)6a7f,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,zn,ppm,32.0,1,pass,,jduong@lbl.gov,xrf
(a0)6f72,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,ca,ppm,6490.0,1,pass,,jduong@lbl.gov,xrf
(a0)6fa9,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,fe,ppm,209.0,1,pass,,jduong@lbl.gov,xrf
(a0)771f,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,mo,ppm,4.0,2,pass,,jduong@lbl.gov,xrf
(a0)7843,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,zn,ppm,29.0,3,pass,,jduong@lbl.gov,xrf
(a0)7a26,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,sr,ppm,34.0,3,pass,,jduong@lbl.gov,xrf
(a0)807c,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,ce,ppm,63.0,1,pass,,jduong@lbl.gov,xrf
(a0)8087,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,ti,ppm,162.0,2,pass,,jduong@lbl.gov,xrf
(a0)859b,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,ca,ppm,6980.0,3,pass,,jduong@lbl.gov,xrf
(a0)85c6,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,si,ppm,1850.0,1,pass,,jduong@lbl.gov,xrf
(a0)86de,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,th,ppm,40.0,3,pass,,jduong@lbl.gov,xrf
(a0)8ef9,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,ce,ppm,64.0,2,pass,,jduong@lbl.gov,xrf
(a0)904b,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,u,ppm,14.0,1,pass,,jduong@lbl.gov,xrf
(a0)9410,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,ba,ppm,37.0,2,pass,,jduong@lbl.gov,xrf
(a0)a1f6,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,th,ppm,39.0,1,pass,,jduong@lbl.gov,xrf
(a0)a755,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,mg,ppm,4260.0,3,pass,,jduong@lbl.gov,xrf
(a0)ad97,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,sr,ppm,33.0,1,pass,,jduong@lbl.gov,xrf
(a0)ae85,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,s,ppm,1120.0,1,pass,,jduong@lbl.gov,xrf
(a0)b72b,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,mo,ppm,4.0,1,pass,,jduong@lbl.gov,xrf
(a0)c009,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,p,ppm,1530.0,1,pass,,jduong@lbl.gov,xrf
(a0)c3e3,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,si,ppm,1540.0,3,pass,,jduong@lbl.gov,xrf
(a0)c690,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,la,ppm,52.0,2,pass,,jduong@lbl.gov,xrf
(a0)c9e0,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,mg,ppm,3610.0,1,pass,,jduong@lbl.gov,xrf
(a0)d0fd,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,ba,ppm,31.0,3,pass,,jduong@lbl.gov,xrf
(a0)d795,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,mg,ppm,4660.0,2,pass,,jduong@lbl.gov,xrf
(a0)e544,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,mn,ppm,21.0,1,pass,,jduong@lbl.gov,xrf
(a0)eca5,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,rb,ppm,48.0,1,pass,,jduong@lbl.gov,xrf
(a0)ed80,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,rb,ppm,46.0,3,pass,,jduong@lbl.gov,xrf
(a0)f5b5,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,cu,ppm,91.0,2,pass,,jduong@lbl.gov,xrf
(a0)fbf9,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,th,ppm,40.0,2,pass,,jduong@lbl.gov,xrf
(a0)fd19,47.0,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,mn,ppm,39.0,3,pass,,jduong@lbl.gov,xrf
(a2)002d,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,cu,ppm,14.0,3,pass,,jduong@lbl.gov,xrf
(a2)05da,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,u,ppm,17.0,3,pass,,jduong@lbl.gov,xrf
(a2)0c6a,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,si,ppm,4170.0,3,pass,,jduong@lbl.gov,xrf
(a2)123a,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,si,ppm,4100.0,1,pass,,jduong@lbl.gov,xrf
(a2)13c1,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,fe,ppm,349.0,1,pass,,jduong@lbl.gov,xrf
(a2)140b,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,mn,ppm,39.0,2,pass,,jduong@lbl.gov,xrf
(a2)1bf3,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,k,ppm,40600.0,2,pass,,jduong@lbl.gov,xrf
(a2)1c54,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,ti,ppm,210.0,3,pass,,jduong@lbl.gov,xrf
(a2)1e20,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,k,ppm,40500.0,3,pass,,jduong@lbl.gov,xrf
(a2)1e71,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,sr,ppm,24.0,2,pass,,jduong@lbl.gov,xrf
(a2)203e,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,u,ppm,15.0,2,pass,,jduong@lbl.gov,xrf
(a2)2648,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,cu,ppm,13.0,2,pass,,jduong@lbl.gov,xrf
(a2)26f5,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,p,ppm,1320.0,3,pass,,jduong@lbl.gov,xrf
(a2)2d46,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,mn,ppm,37.0,3,pass,,jduong@lbl.gov,xrf
(a2)2f1a,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,si,ppm,4280.0,2,pass,,jduong@lbl.gov,xrf
(a2)3726,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,mn,ppm,48.0,1,pass,,jduong@lbl.gov,xrf
(a2)3ada,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,al,ppm,1020.0,2,pass,,jduong@lbl.gov,xrf
(a2)3c76,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,th,ppm,51.0,2,pass,,jduong@lbl.gov,xrf
(a2)409e,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,zn,ppm,16.0,2,pass,,jduong@lbl.gov,xrf
(a2)4986,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,ca,ppm,3200.0,2,pass,,jduong@lbl.gov,xrf
(a2)4b51,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,ca,ppm,3130.0,3,pass,,jduong@lbl.gov,xrf
(a2)534d,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,cu,ppm,13.0,1,pass,,jduong@lbl.gov,xrf
(a2)555d,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,ca,ppm,3130.0,1,pass,,jduong@lbl.gov,xrf
(a2)5c98,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,ti,ppm,246.0,1,pass,,jduong@lbl.gov,xrf
(a2)610c,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,pb,ppm,4.0,2,pass,,jduong@lbl.gov,xrf
(a2)715a,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,rb,ppm,18.0,1,pass,,jduong@lbl.gov,xrf
(a2)7349,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,k,ppm,39400.0,1,pass,,jduong@lbl.gov,xrf
(a2)761b,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,p,ppm,1410.0,2,pass,,jduong@lbl.gov,xrf
(a2)7a0d,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,sr,ppm,23.0,3,pass,,jduong@lbl.gov,xrf
(a2)892f,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,zn,ppm,15.0,1,pass,,jduong@lbl.gov,xrf
(a2)91a0,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,s,ppm,610.0,1,pass,,jduong@lbl.gov,xrf
(a2)930e,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,fe,ppm,343.0,2,pass,,jduong@lbl.gov,xrf
(a2)9b59,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,s,ppm,587.0,3,pass,,jduong@lbl.gov,xrf
(a2)9c87,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,th,ppm,54.0,1,pass,,jduong@lbl.gov,xrf
(a2)a207,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,fe,ppm,377.0,3,pass,,jduong@lbl.gov,xrf
(a2)a6c3,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,zn,ppm,18.0,3,pass,,jduong@lbl.gov,xrf
(a2)b31d,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,rb,ppm,19.0,2,pass,,jduong@lbl.gov,xrf
(a2)bb0f,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,u,ppm,13.0,1,pass,,jduong@lbl.gov,xrf
(a2)bf24,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,p,ppm,1330.0,1,pass,,jduong@lbl.gov,xrf
(a2)c47b,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,rb,ppm,17.0,3,pass,,jduong@lbl.gov,xrf
(a2)c72f,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,pb,ppm,3.0,3,pass,,jduong@lbl.gov,xrf
(a2)d963,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,th,ppm,48.0,3,pass,,jduong@lbl.gov,xrf
(a2)e179,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,al,ppm,928.0,3,pass,,jduong@lbl.gov,xrf
(a2)e68b,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,sr,ppm,23.0,1,pass,,jduong@lbl.gov,xrf
(a2)e84e,47.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,s,ppm,598.0,2,pass,,jduong@lbl.gov,xrf
(a4)099a,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,mo,ppm,6.0,3,pass,,jduong@lbl.gov,xrf
(a4)0a2d,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,pr,ppm,63.0,1,pass,,jduong@lbl.gov,xrf
(a4)1086,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,al,ppm,4190.0,3,pass,,jduong@lbl.gov,xrf
(a4)1216,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,th,ppm,58.0,2,pass,,jduong@lbl.gov,xrf
(a4)1e79,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,rb,ppm,23.0,3,pass,,jduong@lbl.gov,xrf
(a4)24cb,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,zn,ppm,28.0,3,pass,,jduong@lbl.gov,xrf
(a4)2a66,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,k,ppm,36200.0,1,pass,,jduong@lbl.gov,xrf
(a4)2dcc,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,pb,ppm,6.0,1,pass,,jduong@lbl.gov,xrf
(a4)305b,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,p,ppm,1940.0,3,pass,,jduong@lbl.gov,xrf
(a4)3253,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,rb,ppm,22.0,2,pass,,jduong@lbl.gov,xrf
(a4)3408,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,mg,ppm,10500.0,2,pass,,jduong@lbl.gov,xrf
(a4)356e,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,si,ppm,12600.0,1,pass,,jduong@lbl.gov,xrf
(a4)3f8e,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,cu,ppm,14.0,2,pass,,jduong@lbl.gov,xrf
(a4)3fdb,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,y,ppm,9.0,1,pass,,jduong@lbl.gov,xrf
(a4)4252,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,k,ppm,36400.0,2,pass,,jduong@lbl.gov,xrf
(a4)4664,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,rb,ppm,23.0,1,pass,,jduong@lbl.gov,xrf
(a4)4dc4,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,s,ppm,4580.0,1,pass,,jduong@lbl.gov,xrf
(a4)5fda,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,mn,ppm,90.0,1,pass,,jduong@lbl.gov,xrf
(a4)6a3b,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,th,ppm,53.0,3,pass,,jduong@lbl.gov,xrf
(a4)6f16,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,ti,ppm,315.0,3,pass,,jduong@lbl.gov,xrf
(a4)6fbc,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,sr,ppm,106.0,2,pass,,jduong@lbl.gov,xrf
(a4)71f8,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,ce,ppm,41.0,3,pass,,jduong@lbl.gov,xrf
(a4)786b,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,s,ppm,4810.0,2,pass,,jduong@lbl.gov,xrf
(a4)7c64,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,u,ppm,19.0,3,pass,,jduong@lbl.gov,xrf
(a4)862f,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,s,ppm,4730.0,3,pass,,jduong@lbl.gov,xrf
(a4)8a90,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,p,ppm,1930.0,1,pass,,jduong@lbl.gov,xrf
(a4)8afa,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,mn,ppm,89.0,2,pass,,jduong@lbl.gov,xrf
(a4)8be4,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,sr,ppm,108.0,1,pass,,jduong@lbl.gov,xrf
(a4)8c17,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,sr,ppm,104.0,3,pass,,jduong@lbl.gov,xrf
(a4)92ee,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,fe,ppm,2240.0,2,pass,,jduong@lbl.gov,xrf
(a4)95e6,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,ce,ppm,43.0,2,pass,,jduong@lbl.gov,xrf
(a4)97ca,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,pb,ppm,6.0,2,pass,,jduong@lbl.gov,xrf
(a4)98bd,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,ti,ppm,413.0,2,pass,,jduong@lbl.gov,xrf
(a4)9dea,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,ba,ppm,39.0,3,pass,,jduong@lbl.gov,xrf
(a4)a140,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,ti,ppm,291.0,1,pass,,jduong@lbl.gov,xrf
(a4)a2d9,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,zn,ppm,26.0,1,pass,,jduong@lbl.gov,xrf
(a4)aa2f,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,mo,ppm,7.0,2,pass,,jduong@lbl.gov,xrf
(a4)ab26,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,la,ppm,37.0,1,pass,,jduong@lbl.gov,xrf
(a4)ae74,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,si,ppm,13700.0,2,pass,,jduong@lbl.gov,xrf
(a4)b096,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,la,ppm,35.0,3,pass,,jduong@lbl.gov,xrf
(a4)b186,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,cu,ppm,13.0,3,pass,,jduong@lbl.gov,xrf
(a4)b3ee,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,ba,ppm,32.0,2,pass,,jduong@lbl.gov,xrf
(a4)b44f,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,zn,ppm,21.0,2,pass,,jduong@lbl.gov,xrf
(a4)b5c5,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,mn,ppm,94.0,3,pass,,jduong@lbl.gov,xrf
(a4)b84a,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,y,ppm,7.0,2,pass,,jduong@lbl.gov,xrf
(a4)bdf4,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,u,ppm,21.0,2,pass,,jduong@lbl.gov,xrf
(a4)be17,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,al,ppm,3950.0,2,pass,,jduong@lbl.gov,xrf
(a4)be2e,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,fe,ppm,2180.0,1,pass,,jduong@lbl.gov,xrf
(a4)be7f,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,ca,ppm,20400.0,1,pass,,jduong@lbl.gov,xrf
(a4)c254,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,th,ppm,50.0,1,pass,,jduong@lbl.gov,xrf
(a4)c3da,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,cu,ppm,17.0,1,pass,,jduong@lbl.gov,xrf
(a4)c3ec,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,mg,ppm,8830.0,1,pass,,jduong@lbl.gov,xrf
(a4)ca06,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,fe,ppm,2230.0,3,pass,,jduong@lbl.gov,xrf
(a4)d518,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,ba,ppm,34.0,1,pass,,jduong@lbl.gov,xrf
(a4)dd6b,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,ca,ppm,21000.0,3,pass,,jduong@lbl.gov,xrf
(a4)de19,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,al,ppm,4570.0,1,pass,,jduong@lbl.gov,xrf
(a4)e0f6,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,pr,ppm,62.0,2,pass,,jduong@lbl.gov,xrf
(a4)e3a7,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,k,ppm,36200.0,3,pass,,jduong@lbl.gov,xrf
(a4)e3ab,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,si,ppm,13400.0,3,pass,,jduong@lbl.gov,xrf
(a4)e3e0,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,p,ppm,1940.0,2,pass,,jduong@lbl.gov,xrf
(a4)ed64,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,ca,ppm,21100.0,2,pass,,jduong@lbl.gov,xrf
(a4)f2f2,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,u,ppm,21.0,1,pass,,jduong@lbl.gov,xrf
(a4)f489,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,mg,ppm,8510.0,3,pass,,jduong@lbl.gov,xrf
(a4)f7ff,47.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,y,ppm,9.0,3,pass,,jduong@lbl.gov,xrf
(a5)0297,47.0,,162,69.0,2025-09-16 09:30:00,humorous,almond shells,almonds,mn,ppm,39.0,3,pass,,jduong@lbl.gov,xrf
