resource_name,analysis_type,parameter_name,unit,observed_value,record_id,qc_pass,note,analyst_name,analyst_email,created_at,provider_codename,sample_date
almond shells,xrf,zr,ppm,0.0,(99)3dac,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,vibrant,2026-07-08 03:54:14.421559
almond shells,xrf,ba,ppm,0.0,(99)419d,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,vibrant,2026-07-08 03:54:14.421559
almond shells,xrf,sr,ppm,19.0,(99)4204,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,vibrant,2026-07-08 03:54:14.421559
almond shells,xrf,mo,ppm,0.0,(99)4e1c,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,vibrant,2026-07-08 03:54:14.421559
almond shells,xrf,ti,ppm,382.0,(99)5025,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,vibrant,2026-07-08 03:54:14.421559
almond shells,xrf,se,ppm,0.0,(99)54f5,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,vibrant,2026-07-08 03:54:14.421559
almond shells,xrf,nb,ppm,0.0,(99)6183,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,vibrant,2026-07-08 03:54:14.421559
almond shells,xrf,ni,ppm,0.0,(99)61ce,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,vibrant,2026-07-08 03:54:14.421559
almond shells,xrf,pb,ppm,5.0,(99)69cc,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,vibrant,2026-07-08 03:54:14.421559
almond shells,xrf,pr,ppm,64.0,(99)6e06,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,vibrant,2026-07-08 03:54:14.421559
almond shells,xrf,ca,ppm,4710.0,(99)701a,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,vibrant,2026-07-08 03:54:14.421559
almond shells,xrf,nd,ppm,98.0,(99)7363,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,vibrant,2026-07-08 03:54:14.421559
almond shells,xrf,cu,ppm,14.0,(99)7d3d,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,vibrant,2026-07-08 03:54:14.421559
almond shells,xrf,v,ppm,0.0,(99)7d66,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,vibrant,2026-07-08 03:54:14.421559
almond shells,xrf,zn,ppm,28.0,(99)9b2d,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,vibrant,2026-07-08 03:54:14.421559
almond shells,xrf,al,ppm,6290.0,(99)a550,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,vibrant,2026-07-08 03:54:14.421559
almond shells,xrf,mg,ppm,0.0,(99)ab09,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,vibrant,2026-07-08 03:54:14.421559
almond shells,xrf,mn,ppm,38.0,(99)ab96,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,vibrant,2026-07-08 03:54:14.421559
almond shells,xrf,bi,ppm,0.0,(99)ac31,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,vibrant,2026-07-08 03:54:14.421559
almond shells,xrf,sb,ppm,0.0,(99)aebc,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,vibrant,2026-07-08 03:54:14.421559
almond shells,xrf,k,ppm,19500.0,(99)b2d7,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,vibrant,2026-07-08 03:54:14.421559
almond shells,xrf,y,ppm,0.0,(99)bb44,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,vibrant,2026-07-08 03:54:14.421559
almond shells,xrf,th,ppm,64.0,(99)c0f7,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,vibrant,2026-07-08 03:54:14.421559
almond shells,xrf,cd,ppm,0.0,(99)cc39,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,vibrant,2026-07-08 03:54:14.421559
almond shells,xrf,w,ppm,0.0,(99)d168,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,vibrant,2026-07-08 03:54:14.421559
almond shells,xrf,p,ppm,745.0,(99)d19e,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,vibrant,2026-07-08 03:54:14.421559
almond shells,xrf,fe,ppm,822.0,(99)d794,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,vibrant,2026-07-08 03:54:14.421559
almond shells,xrf,u,ppm,20.0,(99)e65f,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,vibrant,2026-07-08 03:54:14.421559
almond shells,xrf,s,ppm,532.0,(99)ee86,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,vibrant,2026-07-08 03:54:14.421559
almond shells,xrf,ag,ppm,0.0,(99)f094,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,vibrant,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,k,ppm,13900.0,(a0)0699,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,fe,ppm,209.0,(a0)0d8a,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,mn,ppm,44.0,(a0)103a,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,ti,ppm,153.0,(a0)160a,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,u,ppm,13.0,(a0)17f2,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,si,ppm,1500.0,(a0)1fc0,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,mo,ppm,4.0,(a0)207e,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,ca,ppm,6960.0,(a0)21ce,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,sr,ppm,34.0,(a0)2357,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,p,ppm,1530.0,(a0)27d1,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,k,ppm,13800.0,(a0)30bb,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,cu,ppm,87.0,(a0)30dd,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,zn,ppm,34.0,(a0)321b,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,p,ppm,1560.0,(a0)33b6,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,cu,ppm,90.0,(a0)37e6,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,u,ppm,13.0,(a0)47ab,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,k,ppm,13800.0,(a0)48a6,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,s,ppm,1210.0,(a0)4ac8,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,s,ppm,1220.0,(a0)522a,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,ce,ppm,76.0,(a0)5627,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,fe,ppm,208.0,(a0)5a5f,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,rb,ppm,47.0,(a0)6374,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,ti,ppm,156.0,(a0)6722,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,zn,ppm,32.0,(a0)6a7f,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,ca,ppm,6490.0,(a0)6f72,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,fe,ppm,209.0,(a0)6fa9,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,mo,ppm,4.0,(a0)771f,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,zn,ppm,29.0,(a0)7843,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,sr,ppm,34.0,(a0)7a26,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,ce,ppm,63.0,(a0)807c,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,ti,ppm,162.0,(a0)8087,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,ca,ppm,6980.0,(a0)859b,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,si,ppm,1850.0,(a0)85c6,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,th,ppm,40.0,(a0)86de,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,ce,ppm,64.0,(a0)8ef9,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,u,ppm,14.0,(a0)904b,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,ba,ppm,37.0,(a0)9410,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,th,ppm,39.0,(a0)a1f6,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,mg,ppm,4260.0,(a0)a755,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,sr,ppm,33.0,(a0)ad97,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,s,ppm,1120.0,(a0)ae85,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,mo,ppm,4.0,(a0)b72b,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,p,ppm,1530.0,(a0)c009,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,si,ppm,1540.0,(a0)c3e3,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,la,ppm,52.0,(a0)c690,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,mg,ppm,3610.0,(a0)c9e0,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,ba,ppm,31.0,(a0)d0fd,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,mg,ppm,4660.0,(a0)d795,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,mn,ppm,21.0,(a0)e544,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,rb,ppm,48.0,(a0)eca5,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,rb,ppm,46.0,(a0)ed80,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,cu,ppm,91.0,(a0)f5b5,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,th,ppm,40.0,(a0)fbf9,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
olive stems / leaves,xrf,mn,ppm,39.0,(a0)fd19,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,excellent,2026-07-08 03:54:14.421559
almond shells,xrf,cu,ppm,14.0,(a2)002d,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,u,ppm,17.0,(a2)05da,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,si,ppm,4170.0,(a2)0c6a,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,si,ppm,4100.0,(a2)123a,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,fe,ppm,349.0,(a2)13c1,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,mn,ppm,39.0,(a2)140b,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,k,ppm,40600.0,(a2)1bf3,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,ti,ppm,210.0,(a2)1c54,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,k,ppm,40500.0,(a2)1e20,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,sr,ppm,24.0,(a2)1e71,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,u,ppm,15.0,(a2)203e,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,cu,ppm,13.0,(a2)2648,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,p,ppm,1320.0,(a2)26f5,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,mn,ppm,37.0,(a2)2d46,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,si,ppm,4280.0,(a2)2f1a,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,mn,ppm,48.0,(a2)3726,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,al,ppm,1020.0,(a2)3ada,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,th,ppm,51.0,(a2)3c76,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,zn,ppm,16.0,(a2)409e,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,ca,ppm,3200.0,(a2)4986,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,ca,ppm,3130.0,(a2)4b51,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,cu,ppm,13.0,(a2)534d,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,ca,ppm,3130.0,(a2)555d,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,ti,ppm,246.0,(a2)5c98,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,pb,ppm,4.0,(a2)610c,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,rb,ppm,18.0,(a2)715a,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,k,ppm,39400.0,(a2)7349,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,p,ppm,1410.0,(a2)761b,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,sr,ppm,23.0,(a2)7a0d,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,zn,ppm,15.0,(a2)892f,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,s,ppm,610.0,(a2)91a0,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,fe,ppm,343.0,(a2)930e,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,s,ppm,587.0,(a2)9b59,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,th,ppm,54.0,(a2)9c87,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,fe,ppm,377.0,(a2)a207,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,zn,ppm,18.0,(a2)a6c3,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,rb,ppm,19.0,(a2)b31d,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,u,ppm,13.0,(a2)bb0f,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,p,ppm,1330.0,(a2)bf24,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,rb,ppm,17.0,(a2)c47b,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,pb,ppm,3.0,(a2)c72f,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,th,ppm,48.0,(a2)d963,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,al,ppm,928.0,(a2)e179,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,sr,ppm,23.0,(a2)e68b,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,xrf,s,ppm,598.0,(a2)e84e,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
cotton stem mix,xrf,mo,ppm,6.0,(a4)099a,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,pr,ppm,63.0,(a4)0a2d,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,al,ppm,4190.0,(a4)1086,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,th,ppm,58.0,(a4)1216,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,rb,ppm,23.0,(a4)1e79,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,zn,ppm,28.0,(a4)24cb,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,k,ppm,36200.0,(a4)2a66,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,pb,ppm,6.0,(a4)2dcc,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,p,ppm,1940.0,(a4)305b,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,rb,ppm,22.0,(a4)3253,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,mg,ppm,10500.0,(a4)3408,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,si,ppm,12600.0,(a4)356e,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,cu,ppm,14.0,(a4)3f8e,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,y,ppm,9.0,(a4)3fdb,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,k,ppm,36400.0,(a4)4252,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,rb,ppm,23.0,(a4)4664,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,s,ppm,4580.0,(a4)4dc4,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,mn,ppm,90.0,(a4)5fda,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,th,ppm,53.0,(a4)6a3b,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,ti,ppm,315.0,(a4)6f16,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,sr,ppm,106.0,(a4)6fbc,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,ce,ppm,41.0,(a4)71f8,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,s,ppm,4810.0,(a4)786b,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,u,ppm,19.0,(a4)7c64,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,s,ppm,4730.0,(a4)862f,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,p,ppm,1930.0,(a4)8a90,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,mn,ppm,89.0,(a4)8afa,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,sr,ppm,108.0,(a4)8be4,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,sr,ppm,104.0,(a4)8c17,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,fe,ppm,2240.0,(a4)92ee,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,ce,ppm,43.0,(a4)95e6,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,pb,ppm,6.0,(a4)97ca,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,ti,ppm,413.0,(a4)98bd,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,ba,ppm,39.0,(a4)9dea,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,ti,ppm,291.0,(a4)a140,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,zn,ppm,26.0,(a4)a2d9,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,mo,ppm,7.0,(a4)aa2f,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,la,ppm,37.0,(a4)ab26,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,si,ppm,13700.0,(a4)ae74,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
cotton stem mix,xrf,la,ppm,35.0,(a4)b096,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,schooner,2026-07-08 03:54:14.421559
