resource_name,parameter_name,unit,observed_value,record_id,qc_pass,note,analyst_name,analyst_email,created_at,provider_codename,sample_date
tomato pomace,lignin+,% dry weight,39.54,(85)51c8,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,oakleaf,2026-07-08 03:54:13.565642
tomato pomace,lignin+,% dry weight,40.88,(85)5b1b,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,oakleaf,2026-07-08 03:54:13.565642
tomato pomace,glucose,% dry weight,15.75,(85)63d7,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,oakleaf,2026-07-08 03:54:13.565642
tomato pomace,xylose,% dry weight,10.72,(85)8bd5,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,oakleaf,2026-07-08 03:54:13.565642
tomato pomace,xylan,% dry weight,9.88,(85)8c05,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,oakleaf,2026-07-08 03:54:13.565642
tomato pomace,glucose,% dry weight,15.74,(85)9311,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,oakleaf,2026-07-08 03:54:13.565642
tomato pomace,xylan,% dry weight,9.43,(85)a6d4,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,oakleaf,2026-07-08 03:54:13.565642
tomato pomace,xylose,% dry weight,10.51,(85)b716,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,oakleaf,2026-07-08 03:54:13.565642
tomato pomace,glucan,% dry weight,14.16,(85)e114,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,oakleaf,2026-07-08 03:54:13.565642
tomato pomace,xylan,% dry weight,9.25,(85)f026,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,oakleaf,2026-07-08 03:54:13.565642
almond hulls,xylan,% dry weight,7.2,(86)031e,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond hulls,xylose,% dry weight,8.47,(86)0932,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond hulls,glucose,% dry weight,25.14,(86)50f7,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond hulls,xylose,% dry weight,8.18,(86)6013,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond hulls,lignin,% dry weight,20.5,(86)650b,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond hulls,glucose,% dry weight,25.77,(86)739f,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond hulls,xylan,% dry weight,7.23,(86)7828,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond hulls,lignin,% dry weight,20.03,(86)82c3,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond hulls,lignin,% dry weight,20.08,(86)98ab,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond hulls,xylan,% dry weight,7.45,(86)9d47,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond hulls,glucan,% dry weight,22.65,(86)ab43,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond hulls,xylose,% dry weight,8.22,(86)cc31,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond hulls,glucan,% dry weight,22.63,(86)cd16,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond hulls,glucan,% dry weight,23.19,(86)dc7c,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond hulls,glucose,% dry weight,25.17,(86)f7f0,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
grape stem,xylan,% dry weight,5.33,(87)1f70,pass,,,,2026-07-08 03:54:13.565642,rigging,2026-07-08 03:54:13.565642
grape stem,glucose,% dry weight,22.58,(87)2652,pass,,,,2026-07-08 03:54:13.565642,rigging,2026-07-08 03:54:13.565642
grape stem,glucose,% dry weight,12.22,(87)49e8,pass,,,,2026-07-08 03:54:13.565642,rigging,2026-07-08 03:54:13.565642
grape stem,xylose,% dry weight,3.65,(87)50d0,pass,,,,2026-07-08 03:54:13.565642,rigging,2026-07-08 03:54:13.565642
grape stem,lignin,% dry weight,35.56,(87)653b,pass,,,,2026-07-08 03:54:13.565642,rigging,2026-07-08 03:54:13.565642
grape stem,lignin,% dry weight,37.21,(87)6f26,pass,,,,2026-07-08 03:54:13.565642,rigging,2026-07-08 03:54:13.565642
grape stem,glucan,% dry weight,18.92,(87)6f75,pass,,,,2026-07-08 03:54:13.565642,rigging,2026-07-08 03:54:13.565642
grape stem,xylose,% dry weight,6.06,(87)7d8b,pass,,,,2026-07-08 03:54:13.565642,rigging,2026-07-08 03:54:13.565642
grape stem,xylan,% dry weight,3.21,(87)8932,pass,,,,2026-07-08 03:54:13.565642,rigging,2026-07-08 03:54:13.565642
grape stem,xylan,% dry weight,5.99,(87)91b5,pass,,,,2026-07-08 03:54:13.565642,rigging,2026-07-08 03:54:13.565642
grape stem,glucan,% dry weight,11.0,(87)a5ef,pass,,,,2026-07-08 03:54:13.565642,rigging,2026-07-08 03:54:13.565642
grape stem,glucose,% dry weight,21.02,(87)a83f,pass,,,,2026-07-08 03:54:13.565642,rigging,2026-07-08 03:54:13.565642
grape stem,glucan,% dry weight,20.33,(87)bfb7,pass,,,,2026-07-08 03:54:13.565642,rigging,2026-07-08 03:54:13.565642
grape stem,lignin,% dry weight,37.11,(87)e6c9,pass,,,,2026-07-08 03:54:13.565642,rigging,2026-07-08 03:54:13.565642
grape stem,xylose,% dry weight,6.8,(87)fbd5,pass,,,,2026-07-08 03:54:13.565642,rigging,2026-07-08 03:54:13.565642
almond branches,glucan,% dry weight,26.22,(a0)00b1,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond branches,xylose,% dry weight,17.5,(a0)031a,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond branches,lignin,% dry weight,34.99,(a0)129b,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond branches,glucose,% dry weight,28.99,(a0)2a3f,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
olive stems / leaves,lignin,% dry weight,51.48,(a0)2c11,pass,,,,2026-07-08 03:54:13.565642,excellent,2026-07-08 03:54:13.565642
olive stems / leaves,xylose,% dry weight,13.54,(a0)2c72,pass,,,,2026-07-08 03:54:13.565642,excellent,2026-07-08 03:54:13.565642
almond branches,glucan,% dry weight,26.09,(a0)47a1,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
olive stems / leaves,glucan,% dry weight,14.45,(a0)4e26,pass,,,,2026-07-08 03:54:13.565642,excellent,2026-07-08 03:54:13.565642
almond branches,lignin,% dry weight,35.28,(a0)4e42,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
olive stems / leaves,glucose,% dry weight,15.68,(a0)7978,pass,,,,2026-07-08 03:54:13.565642,excellent,2026-07-08 03:54:13.565642
olive stems / leaves,glucan,% dry weight,14.11,(a0)7a8d,pass,,,,2026-07-08 03:54:13.565642,excellent,2026-07-08 03:54:13.565642
almond branches,lignin,% dry weight,35.97,(a0)7c3a,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond branches,xylan,% dry weight,15.11,(a0)7dd8,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
olive stems / leaves,xylose,% dry weight,14.06,(a0)825d,pass,,,,2026-07-08 03:54:13.565642,excellent,2026-07-08 03:54:13.565642
almond branches,xylan,% dry weight,15.4,(a0)8bcb,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond branches,xylose,% dry weight,17.17,(a0)94e1,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
olive stems / leaves,xylose,% dry weight,13.37,(a0)96b7,pass,,,,2026-07-08 03:54:13.565642,excellent,2026-07-08 03:54:13.565642
olive stems / leaves,xylan,% dry weight,11.92,(a0)975e,pass,,,,2026-07-08 03:54:13.565642,excellent,2026-07-08 03:54:13.565642
almond branches,glucose,% dry weight,28.48,(a0)a67e,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond branches,xylan,% dry weight,15.21,(a0)ac41,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
olive stems / leaves,glucan,% dry weight,13.87,(a0)ad15,pass,,,,2026-07-08 03:54:13.565642,excellent,2026-07-08 03:54:13.565642
olive stems / leaves,lignin,% dry weight,51.18,(a0)b0bd,pass,,,,2026-07-08 03:54:13.565642,excellent,2026-07-08 03:54:13.565642
olive stems / leaves,lignin,% dry weight,51.09,(a0)bd2b,pass,,,,2026-07-08 03:54:13.565642,excellent,2026-07-08 03:54:13.565642
olive stems / leaves,glucose,% dry weight,16.05,(a0)cda4,pass,,,,2026-07-08 03:54:13.565642,excellent,2026-07-08 03:54:13.565642
olive stems / leaves,xylan,% dry weight,12.37,(a0)dd8f,pass,,,,2026-07-08 03:54:13.565642,excellent,2026-07-08 03:54:13.565642
almond branches,glucan,% dry weight,25.63,(a0)de11,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond branches,glucose,% dry weight,29.13,(a0)e5fa,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond branches,xylose,% dry weight,17.29,(a0)e973,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
olive stems / leaves,glucose,% dry weight,15.41,(a0)ee16,pass,,,,2026-07-08 03:54:13.565642,excellent,2026-07-08 03:54:13.565642
olive stems / leaves,xylan,% dry weight,11.76,(a0)fa31,pass,,,,2026-07-08 03:54:13.565642,excellent,2026-07-08 03:54:13.565642
almond shells,glucose,% dry weight,25.41,(a2)210f,pass,,,,2026-07-08 03:54:13.565642,tiny,2026-07-08 03:54:13.565642
almond shells,lignin,% dry weight,29.99,(a2)27ae,pass,,,,2026-07-08 03:54:13.565642,tiny,2026-07-08 03:54:13.565642
almond shells,glucose,% dry weight,25.51,(a2)2e51,pass,,,,2026-07-08 03:54:13.565642,tiny,2026-07-08 03:54:13.565642
almond shells,glucose,% dry weight,25.2,(a2)3a00,pass,,,,2026-07-08 03:54:13.565642,tiny,2026-07-08 03:54:13.565642
almond shells,xylan,% dry weight,19.02,(a2)6e8b,pass,,,,2026-07-08 03:54:13.565642,tiny,2026-07-08 03:54:13.565642
almond shells,glucan,% dry weight,22.87,(a2)7169,pass,,,,2026-07-08 03:54:13.565642,tiny,2026-07-08 03:54:13.565642
almond shells,xylan,% dry weight,19.04,(a2)7ab8,pass,,,,2026-07-08 03:54:13.565642,tiny,2026-07-08 03:54:13.565642
almond shells,lignin,% dry weight,30.82,(a2)8569,pass,,,,2026-07-08 03:54:13.565642,tiny,2026-07-08 03:54:13.565642
almond shells,xylose,% dry weight,21.61,(a2)8f0a,pass,,,,2026-07-08 03:54:13.565642,tiny,2026-07-08 03:54:13.565642
almond shells,xylose,% dry weight,21.64,(a2)8f0d,pass,,,,2026-07-08 03:54:13.565642,tiny,2026-07-08 03:54:13.565642
almond shells,lignin,% dry weight,30.38,(a2)a00a,pass,,,,2026-07-08 03:54:13.565642,tiny,2026-07-08 03:54:13.565642
almond shells,xylose,% dry weight,21.64,(a2)a625,pass,,,,2026-07-08 03:54:13.565642,tiny,2026-07-08 03:54:13.565642
almond shells,xylan,% dry weight,19.04,(a2)c18b,pass,,,,2026-07-08 03:54:13.565642,tiny,2026-07-08 03:54:13.565642
almond shells,glucan,% dry weight,22.96,(a2)c9b4,pass,,,,2026-07-08 03:54:13.565642,tiny,2026-07-08 03:54:13.565642
almond shells,glucan,% dry weight,22.68,(a2)ee26,pass,,,,2026-07-08 03:54:13.565642,tiny,2026-07-08 03:54:13.565642
almond shells,glucan,% dry weight,23.89,(a5)06fb,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond shells,xylan,% dry weight,19.29,(a5)18dd,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond shells,xylose,% dry weight,21.93,(a5)2eef,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond shells,lignin,% dry weight,29.76,(a5)4534,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond shells,glucan,% dry weight,24.06,(a5)4b77,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond shells,xylan,% dry weight,19.65,(a5)6e3c,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond shells,glucan,% dry weight,23.56,(a5)73fb,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond shells,glucose,% dry weight,26.54,(a5)807a,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond shells,glucose,% dry weight,26.18,(a5)8859,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond shells,xylan,% dry weight,19.01,(a5)a7dc,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond shells,glucose,% dry weight,26.74,(a5)aa6c,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond shells,xylose,% dry weight,22.33,(a5)adde,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond shells,lignin,% dry weight,29.38,(a5)b354,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond shells,lignin,% dry weight,29.64,(a5)b49a,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond shells,xylose,% dry weight,21.6,(a5)cc3a,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond hulls,xylan,% dry weight,7.71,(a8)037f,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond hulls,glucose,% dry weight,17.5,(a8)29ea,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond hulls,lignin,% dry weight,21.99,(a8)2cff,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond hulls,lignin,% dry weight,21.97,(a8)2fbb,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond hulls,xylose,% dry weight,8.77,(a8)4250,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond hulls,glucose,% dry weight,26.08,(a8)563e,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond hulls,glucan,% dry weight,23.51,(a8)851a,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond hulls,glucose,% dry weight,26.12,(a8)9aca,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond hulls,xylose,% dry weight,9.1,(a8)9e55,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond hulls,glucan,% dry weight,15.75,(a8)a893,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond hulls,xylan,% dry weight,5.19,(a8)aa72,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond hulls,xylose,% dry weight,5.9,(a8)bf74,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond hulls,lignin,% dry weight,22.12,(a8)c5e8,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond hulls,glucan,% dry weight,23.48,(a8)f2e9,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond hulls,xylan,% dry weight,8.01,(a8)ff0b,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
grape pomace,xylose,% dry weight,9.69,(ab)0af2,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,maplewood,2026-07-08 03:54:13.565642
grape pomace,xylose,% dry weight,9.16,(ab)106b,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,maplewood,2026-07-08 03:54:13.565642
grape pomace,glucan,% dry weight,7.77,(ab)1273,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,maplewood,2026-07-08 03:54:13.565642
grape pomace,glucan,% dry weight,7.95,(ab)1509,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,maplewood,2026-07-08 03:54:13.565642
grape pomace,glucose,% dry weight,8.84,(ab)19cd,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,maplewood,2026-07-08 03:54:13.565642
grape pomace,glucan,% dry weight,7.96,(ab)1fcb,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,maplewood,2026-07-08 03:54:13.565642
grape pomace,lignin+,% dry weight,53.12,(ab)2034,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,maplewood,2026-07-08 03:54:13.565642
grape pomace,glucose,% dry weight,8.64,(ab)57f4,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,maplewood,2026-07-08 03:54:13.565642
grape pomace,glucose,% dry weight,8.85,(ab)6d90,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,maplewood,2026-07-08 03:54:13.565642
grape pomace,xylan,% dry weight,8.13,(ab)8cb1,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,maplewood,2026-07-08 03:54:13.565642
grape pomace,xylan,% dry weight,8.06,(ab)9781,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,maplewood,2026-07-08 03:54:13.565642
grape pomace,lignin+,% dry weight,53.96,(ab)c64d,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,maplewood,2026-07-08 03:54:13.565642
grape pomace,xylose,% dry weight,9.24,(ab)e013,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,maplewood,2026-07-08 03:54:13.565642
grape pomace,xylan,% dry weight,8.52,(ab)e502,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,maplewood,2026-07-08 03:54:13.565642
grape pomace,lignin+,% dry weight,53.35,(ab)fbf0,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,maplewood,2026-07-08 03:54:13.565642
almond hulls,glucan,% dry weight,24.01,(b3)088a,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond hulls,lignin,% dry weight,26.44,(b3)1dea,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond hulls,xylan,% dry weight,9.8,(b3)2504,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond hulls,glucan,% dry weight,25.35,(b3)256d,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond hulls,glucose,% dry weight,26.68,(b3)2fe6,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond hulls,glucose,% dry weight,27.87,(b3)5a29,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond hulls,xylan,% dry weight,10.27,(b3)7544,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond hulls,xylose,% dry weight,11.03,(b3)8501,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond hulls,lignin,% dry weight,26.1,(b3)858a,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond hulls,lignin,% dry weight,26.16,(b3)883d,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond hulls,glucan,% dry weight,25.09,(b3)9284,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond hulls,xylan,% dry weight,9.71,(b3)afda,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond hulls,glucose,% dry weight,28.17,(b3)b234,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond hulls,xylose,% dry weight,11.13,(b3)e8a9,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond hulls,xylose,% dry weight,11.67,(b3)f397,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
walnut shelling fines,glucose,% dry weight,11.64,(b5)2461,pass,,,,2026-07-08 03:54:13.565642,cutaway,2026-07-08 03:54:13.565642
walnut shelling fines,xylose,% dry weight,12.8,(b5)25fa,pass,,,,2026-07-08 03:54:13.565642,cutaway,2026-07-08 03:54:13.565642
walnut shelling fines,xylose,% dry weight,13.05,(b5)35b0,pass,,,,2026-07-08 03:54:13.565642,cutaway,2026-07-08 03:54:13.565642
walnut shelling fines,glucan,% dry weight,10.82,(b5)3bc5,pass,,,,2026-07-08 03:54:13.565642,cutaway,2026-07-08 03:54:13.565642
walnut shelling fines,xylan,% dry weight,11.48,(b5)41d7,pass,,,,2026-07-08 03:54:13.565642,cutaway,2026-07-08 03:54:13.565642
walnut shelling fines,glucose,% dry weight,12.02,(b5)4e58,pass,,,,2026-07-08 03:54:13.565642,cutaway,2026-07-08 03:54:13.565642
walnut shelling fines,xylan,% dry weight,9.77,(b5)70e4,pass,,,,2026-07-08 03:54:13.565642,cutaway,2026-07-08 03:54:13.565642
walnut shelling fines,lignin,% dry weight,52.78,(b5)8e9b,pass,,,,2026-07-08 03:54:13.565642,cutaway,2026-07-08 03:54:13.565642
walnut shelling fines,lignin,% dry weight,52.3,(b5)987c,pass,,,,2026-07-08 03:54:13.565642,cutaway,2026-07-08 03:54:13.565642
walnut shelling fines,xylan,% dry weight,11.26,(b5)b12b,pass,,,,2026-07-08 03:54:13.565642,cutaway,2026-07-08 03:54:13.565642
walnut shelling fines,lignin,% dry weight,52.54,(b5)b24f,pass,,,,2026-07-08 03:54:13.565642,cutaway,2026-07-08 03:54:13.565642
walnut shelling fines,xylose,% dry weight,11.1,(b5)c9e0,pass,,,,2026-07-08 03:54:13.565642,cutaway,2026-07-08 03:54:13.565642
walnut shelling fines,glucan,% dry weight,10.47,(b5)da39,pass,,,,2026-07-08 03:54:13.565642,cutaway,2026-07-08 03:54:13.565642
walnut shelling fines,glucan,% dry weight,10.77,(b5)e90a,pass,,,,2026-07-08 03:54:13.565642,cutaway,2026-07-08 03:54:13.565642
walnut shelling fines,glucose,% dry weight,11.97,(b5)f9ad,pass,,,,2026-07-08 03:54:13.565642,cutaway,2026-07-08 03:54:13.565642
almond hulls,lignin,% dry weight,24.09,(b7)18ba,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond hulls,xylan,% dry weight,10.56,(b7)2999,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond hulls,glucose,% dry weight,29.9,(b7)34d1,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond hulls,xylose,% dry weight,11.55,(b7)3dd4,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond hulls,xylan,% dry weight,10.64,(b7)4b7b,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond hulls,xylan,% dry weight,10.16,(b7)5c80,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond hulls,lignin,% dry weight,24.63,(b7)5f3f,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond hulls,xylose,% dry weight,12.09,(b7)63c6,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond hulls,glucose,% dry weight,29.79,(b7)681d,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond hulls,glucose,% dry weight,29.26,(b7)7817,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond hulls,glucan,% dry weight,26.81,(b7)8030,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond hulls,lignin,% dry weight,24.57,(b7)95bc,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond hulls,xylose,% dry weight,12.0,(b7)a8d6,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond hulls,glucan,% dry weight,26.34,(b7)bc73,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond hulls,glucan,% dry weight,26.91,(b7)cc61,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
olive pomace,glucan,% dry weight,11.52,(ba)057a,pass,,,,2026-07-08 03:54:13.565642,excellent,2026-07-08 03:54:13.565642
olive pomace,lignin,% dry weight,46.42,(ba)10eb,pass,,,,2026-07-08 03:54:13.565642,excellent,2026-07-08 03:54:13.565642
olive pomace,glucose,% dry weight,12.67,(ba)1c19,pass,,,,2026-07-08 03:54:13.565642,excellent,2026-07-08 03:54:13.565642
olive pomace,xylan,% dry weight,13.96,(ba)231c,pass,,,,2026-07-08 03:54:13.565642,excellent,2026-07-08 03:54:13.565642
olive pomace,xylose,% dry weight,16.55,(ba)3435,pass,,,,2026-07-08 03:54:13.565642,excellent,2026-07-08 03:54:13.565642
olive pomace,lignin,% dry weight,46.81,(ba)3b31,pass,,,,2026-07-08 03:54:13.565642,excellent,2026-07-08 03:54:13.565642
olive pomace,glucan,% dry weight,11.4,(ba)4bc0,pass,,,,2026-07-08 03:54:13.565642,excellent,2026-07-08 03:54:13.565642
olive pomace,lignin,% dry weight,46.97,(ba)4f41,pass,,,,2026-07-08 03:54:13.565642,excellent,2026-07-08 03:54:13.565642
olive pomace,xylan,% dry weight,14.57,(ba)5ec9,pass,,,,2026-07-08 03:54:13.565642,excellent,2026-07-08 03:54:13.565642
olive pomace,glucose,% dry weight,12.8,(ba)79c9,pass,,,,2026-07-08 03:54:13.565642,excellent,2026-07-08 03:54:13.565642
olive pomace,xylose,% dry weight,15.87,(ba)7ab9,pass,,,,2026-07-08 03:54:13.565642,excellent,2026-07-08 03:54:13.565642
olive pomace,xylose,% dry weight,16.24,(ba)816d,pass,,,,2026-07-08 03:54:13.565642,excellent,2026-07-08 03:54:13.565642
olive pomace,glucose,% dry weight,12.77,(ba)9627,pass,,,,2026-07-08 03:54:13.565642,excellent,2026-07-08 03:54:13.565642
olive pomace,glucan,% dry weight,11.49,(ba)a296,pass,,,,2026-07-08 03:54:13.565642,excellent,2026-07-08 03:54:13.565642
olive pomace,xylan,% dry weight,14.29,(ba)b745,pass,,,,2026-07-08 03:54:13.565642,excellent,2026-07-08 03:54:13.565642
pistachio hulls,glucose,% dry weight,12.66,(c0)0a41,pass,,,,2026-07-08 03:54:13.565642,stuntman,2026-07-08 03:54:13.565642
pistachio hulls,glucose,% dry weight,12.46,(c0)0f01,pass,,,,2026-07-08 03:54:13.565642,stuntman,2026-07-08 03:54:13.565642
