record_id,experiment_id,experiment_date,prepared_sample_id,field_sample_id,collection_timestamp,provider_codename,resource_name,primary_product,product_name,unit,observed_value,repl_no,qc_pass,note,analyst_email,reactor_vessel,strain_name,bioconversion_method,pretreatment_method,enz_hydr_method
proco24-7d41,70,,86,42.0,2025-08-07 12:00:00,rushes,peach stems / leaves,peaches,gluconct0,g_l,16.3,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-8004,70,,86,42.0,2025-08-07 12:00:00,rushes,peach stems / leaves,peaches,sugarteof,g_l,2.4,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-80ff,70,,146,66.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,gluconct0,g_l,22.74,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-8123,70,,70,24.0,2024-12-16 00:00:00,humorous,almond shells,almonds,3hptiter,g_l,0.0,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-8144,70,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,sugar_cons,pc,12.31,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-8191,70,,146,66.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,sugar_cons,pc,32.86,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-82a2,70,,146,66.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,xylconcteof,g_l,3.39,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-8355,70,,70,24.0,2024-12-16 00:00:00,humorous,almond shells,almonds,sugart0,g_l,20.98,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-8509,70,,107,51.0,2025-08-27 11:15:00,boatswain,grape pomace,grapes,3hpyield,g_g,27.78,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-8639,70,,70,24.0,2024-12-16 00:00:00,humorous,almond shells,almonds,xylconcteof,g_l,3.27,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-8b93,70,,107,51.0,2025-08-27 11:15:00,boatswain,grape pomace,grapes,xylconct0,g_l,4.09,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-8c0c,70,,107,51.0,2025-08-27 11:15:00,boatswain,grape pomace,grapes,3hptiter,g_l,4.9,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-8cb6,70,,107,51.0,2025-08-27 11:15:00,boatswain,grape pomace,grapes,xylconct0,g_l,3.6,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-8d32,70,,86,42.0,2025-08-07 12:00:00,rushes,peach stems / leaves,peaches,3hpyield,g_g,25.91,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-8e1a,70,,86,42.0,2025-08-07 12:00:00,rushes,peach stems / leaves,peaches,sugarteof,g_l,2.33,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-8e29,70,,146,66.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,xylconcteof,g_l,3.38,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-8e62,70,,70,24.0,2024-12-16 00:00:00,humorous,almond shells,almonds,xylconct0,g_l,3.93,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-8ec6,70,,107,51.0,2025-08-27 11:15:00,boatswain,grape pomace,grapes,sugart0,g_l,22.45,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-92c5,70,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,sugarteof,g_l,12.49,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-95a3,70,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,3hpyield,g_g,0.0,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-9683,70,,86,42.0,2025-08-07 12:00:00,rushes,peach stems / leaves,peaches,sugart0,g_l,17.81,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-98b3,70,,70,24.0,2024-12-16 00:00:00,humorous,almond shells,almonds,xylconct0,g_l,3.78,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-9a8b,70,,107,51.0,2025-08-27 11:15:00,boatswain,grape pomace,grapes,3hptiter,g_l,2.79,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-9e02,70,,146,66.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,sugarteof,g_l,4.92,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-9f89,70,,146,66.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,3hpyield,g_g,18.55,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-a6c6,70,,107,51.0,2025-08-27 11:15:00,boatswain,grape pomace,grapes,sugarteof,g_l,0.0,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-a743,70,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,gluconcteof,g_l,8.9,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-aa85,70,,86,42.0,2025-08-07 12:00:00,rushes,peach stems / leaves,peaches,sugarteof,g_l,1.74,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-ace2,70,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,3hpyield,g_g,0.0,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-acf9,70,,86,42.0,2025-08-07 12:00:00,rushes,peach stems / leaves,peaches,sugar_cons,pc,15.41,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-ae19,70,,70,24.0,2024-12-16 00:00:00,humorous,almond shells,almonds,gluconct0,g_l,17.36,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-afc8,70,,70,24.0,2024-12-16 00:00:00,humorous,almond shells,almonds,sugar_cons,pc,3.22,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-b094,70,,86,42.0,2025-08-07 12:00:00,rushes,peach stems / leaves,peaches,xylconct0,g_l,2.33,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-b0b0,70,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,sugart0,g_l,24.75,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-b195,70,,86,42.0,2025-08-07 12:00:00,rushes,peach stems / leaves,peaches,gluconct0,g_l,15.98,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-b3dd,70,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,sugart0,g_l,24.25,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-b4a9,70,,86,42.0,2025-08-07 12:00:00,rushes,peach stems / leaves,peaches,3hptiter,g_l,3.99,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-b80f,70,,146,66.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,xylconcteof,g_l,1.03,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-b811,70,,70,24.0,2024-12-16 00:00:00,humorous,almond shells,almonds,3hpyield,g_g,0.0,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-bcb6,70,,107,51.0,2025-08-27 11:15:00,boatswain,grape pomace,grapes,gluconcteof,g_l,0.0,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-bd87,70,,86,42.0,2025-08-07 12:00:00,rushes,peach stems / leaves,peaches,sugart0,g_l,18.63,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-be58,70,,70,24.0,2024-12-16 00:00:00,humorous,almond shells,almonds,3hptiter,g_l,0.0,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-c140,70,,70,24.0,2024-12-16 00:00:00,humorous,almond shells,almonds,sugart0,g_l,7.69,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-c3fc,70,,107,51.0,2025-08-27 11:15:00,boatswain,grape pomace,grapes,sugarteof,g_l,0.6,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-c502,70,,107,51.0,2025-08-27 11:15:00,boatswain,grape pomace,grapes,sugart0,g_l,18.25,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-c6a3,70,,107,51.0,2025-08-27 11:15:00,boatswain,grape pomace,grapes,sugar_cons,pc,17.65,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-c702,70,,146,66.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,gluconct0,g_l,21.25,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-c732,70,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,3hptiter,g_l,0.0,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-cb7a,70,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,xylconct0,g_l,5.02,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-cc71,70,,86,42.0,2025-08-07 12:00:00,rushes,peach stems / leaves,peaches,3hpyield,g_g,23.36,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-cd16,70,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,3hptiter,g_l,0.0,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-cdf0,70,,86,42.0,2025-08-07 12:00:00,rushes,peach stems / leaves,peaches,3hpyield,g_g,26.34,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-d0a9,70,,86,42.0,2025-08-07 12:00:00,rushes,peach stems / leaves,peaches,xylconct0,g_l,1.83,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-d2a1,70,,70,24.0,2024-12-16 00:00:00,humorous,almond shells,almonds,xylconcteof,g_l,1.71,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-d49b,70,,146,66.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,sugart0,g_l,25.98,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-d5a3,70,,86,42.0,2025-08-07 12:00:00,rushes,peach stems / leaves,peaches,xylconcteof,g_l,1.66,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-e2c5,70,,146,66.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,3hptiter,g_l,7.0,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-e8d3,70,,70,24.0,2024-12-16 00:00:00,humorous,almond shells,almonds,gluconcteof,g_l,8.55,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-ec80,70,,86,42.0,2025-08-07 12:00:00,rushes,peach stems / leaves,peaches,gluconcteof,g_l,0.0,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-ec86,70,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,sugar_cons,pc,15.15,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-f038,70,,146,66.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,gluconcteof,g_l,0.0,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-f1f2,70,,70,24.0,2024-12-16 00:00:00,humorous,almond shells,almonds,gluconct0,g_l,17.05,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-f649,70,,70,24.0,2024-12-16 00:00:00,humorous,almond shells,almonds,gluconct0,g_l,6.13,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-f8e6,70,,86,42.0,2025-08-07 12:00:00,rushes,peach stems / leaves,peaches,xylconcteof,g_l,1.67,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-f937,70,,86,42.0,2025-08-07 12:00:00,rushes,peach stems / leaves,peaches,sugar_cons,pc,16.89,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-fbb2,70,,86,42.0,2025-08-07 12:00:00,rushes,peach stems / leaves,peaches,sugar_cons,pc,14.14,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-fdf5,70,,70,24.0,2024-12-16 00:00:00,humorous,almond shells,almonds,xylconct0,g_l,1.56,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-fe3c,70,,70,24.0,2024-12-16 00:00:00,humorous,almond shells,almonds,sugarteof,g_l,4.47,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco24-fedf,70,,107,51.0,2025-08-27 11:15:00,boatswain,grape pomace,grapes,sugarteof,g_l,1.15,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco25-0029,97,,156,82.0,2025-10-11 11:00:00,possessive,corn stover whole,corn - all,sugarteof,g_l,35.75,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco25-015f,97,,155,81.0,2025-10-11 10:00:00,possessive,rice straw,rice,sugar_cons,pc,21.95,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco25-01a7,97,,82,38.0,2025-06-30 13:00:00,wardrobe,wheat straw,winter wheat,sugart0,g_l,19.47,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco25-038c,97,,79,37.0,2025-06-30 12:30:00,possessive,alfalfa,hay - alfalfa,sugar_cons,pc,33.47,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco25-03d5,97,,79,37.0,2025-06-30 12:30:00,possessive,alfalfa,hay - alfalfa,sugarteof,g_l,11.66,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco25-04e7,97,,77,33.0,2025-06-30 10:45:00,possessive,alfalfa,hay - alfalfa,gluconct0,g_l,22.03,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco25-0537,97,,133,62.0,2025-09-03 09:10:00,stuntman,pistachio hulls,pistachios,xylconct0,g_l,3.92,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco25-062d,97,,79,37.0,2025-06-30 12:30:00,possessive,alfalfa,hay - alfalfa,3hptiter,g_l,6.95,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco25-06e7,97,,155,81.0,2025-10-11 10:00:00,possessive,rice straw,rice,gluconct0,g_l,41.29,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco25-07bc,97,,156,82.0,2025-10-11 11:00:00,possessive,corn stover whole,corn - all,sugar_cons,pc,20.24,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco25-0822,97,,82,38.0,2025-06-30 13:00:00,wardrobe,wheat straw,winter wheat,sugarteof,g_l,15.86,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco25-08d2,97,,156,82.0,2025-10-11 11:00:00,possessive,corn stover whole,corn - all,gluconct0,g_l,43.15,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco25-093f,97,,78,35.0,2025-06-30 11:45:00,possessive,alfalfa,hay - alfalfa,sugar_cons,pc,25.41,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco25-0a22,97,,155,81.0,2025-10-11 10:00:00,possessive,rice straw,rice,sugart0,g_l,53.74,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco25-0c06,97,,156,82.0,2025-10-11 11:00:00,possessive,corn stover whole,corn - all,xylconcteof,g_l,10.77,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco25-0c1b,97,,160,89.0,2025-10-28 10:42:00,cutaway,walnut shells,walnuts,xylconct0,g_l,2.62,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco25-0d0f,97,,78,35.0,2025-06-30 11:45:00,possessive,alfalfa,hay - alfalfa,sugar_cons,pc,27.67,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco25-0d8a,97,,79,37.0,2025-06-30 12:30:00,possessive,alfalfa,hay - alfalfa,sugarteof,g_l,4.68,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco25-0e18,97,,77,33.0,2025-06-30 10:45:00,possessive,alfalfa,hay - alfalfa,gluconcteof,g_l,1.32,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco25-0e4f,97,,155,81.0,2025-10-11 10:00:00,possessive,rice straw,rice,gluconcteof,g_l,21.54,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco25-0f5b,97,,79,37.0,2025-06-30 12:30:00,possessive,alfalfa,hay - alfalfa,sugart0,g_l,38.15,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco25-1253,97,,82,38.0,2025-06-30 13:00:00,wardrobe,wheat straw,winter wheat,sugart0,g_l,16.5,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco25-159e,97,,155,81.0,2025-10-11 10:00:00,possessive,rice straw,rice,3hpyield,g_g,0.0,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco25-183e,97,,82,38.0,2025-06-30 13:00:00,wardrobe,wheat straw,winter wheat,3hpyield,g_g,0.0,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco25-1a2e,97,,77,33.0,2025-06-30 10:45:00,possessive,alfalfa,hay - alfalfa,3hptiter,g_l,7.84,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco25-1a5a,97,,160,89.0,2025-10-28 10:42:00,cutaway,walnut shells,walnuts,3hpyield,g_g,0.0,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco25-214b,97,,155,81.0,2025-10-11 10:00:00,possessive,rice straw,rice,3hptiter,g_l,0.0,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco25-21b6,97,,78,35.0,2025-06-30 11:45:00,possessive,alfalfa,hay - alfalfa,gluconct0,g_l,30.65,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco25-23d5,97,,79,37.0,2025-06-30 12:30:00,possessive,alfalfa,hay - alfalfa,gluconcteof,g_l,1.04,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco25-2430,97,,155,81.0,2025-10-11 10:00:00,possessive,rice straw,rice,xylconcteof,g_l,7.9,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
