resource_name,parameter_name,unit,observed_value,record_id,qc_pass,provider_codename,collection_timestamp,harvest_date,created_at,sample_date
almond shells and hulls mix,glucose,% dry weight,26.17,(7e)0e68,pass,tiny,2024-11-21 16:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells and hulls mix,xylan,% dry weight,18.25,(7e)197d,pass,tiny,2024-11-21 16:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells and hulls mix,xylose,% dry weight,20.74,(7e)3340,pass,tiny,2024-11-21 16:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,xylan,% dry weight,12.93,(7e)3d10,pass,capstan,2025-09-26 11:35:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells and hulls mix,lignin,% dry weight,28.93,(7e)3d49,pass,tiny,2024-11-21 16:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,xylan,% dry weight,12.75,(7e)48f1,pass,capstan,2025-09-26 11:35:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,glucose,% dry weight,24.33,(7e)4e75,pass,capstan,2025-09-26 11:35:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells and hulls mix,xylose,% dry weight,21.93,(7e)54ba,pass,tiny,2024-11-21 16:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells and hulls mix,xylan,% dry weight,19.62,(7e)5991,pass,tiny,2024-11-21 16:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells and hulls mix,lignin,% dry weight,26.89,(7e)5a6c,pass,tiny,2024-11-21 16:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells and hulls mix,glucose,% dry weight,26.37,(7e)5bdf,pass,tiny,2024-11-21 16:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,xylose,% dry weight,14.49,(7e)5cea,pass,capstan,2025-09-26 11:35:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,lignin,% dry weight,43.72,(7e)644f,pass,capstan,2025-09-26 11:35:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,glucan,% dry weight,22.14,(7e)6de1,pass,capstan,2025-09-26 11:35:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,xylose,% dry weight,14.45,(7e)7d76,pass,capstan,2025-09-26 11:35:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,glucose,% dry weight,24.17,(7e)(7e),pass,capstan,2025-09-26 11:35:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,xylose,% dry weight,14.69,(7e)7f8b,pass,capstan,2025-09-26 11:35:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,xylan,% dry weight,12.72,(7e)9497,pass,capstan,2025-09-26 11:35:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells and hulls mix,xylan,% dry weight,19.3,(7e)a1dd,pass,tiny,2024-11-21 16:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells and hulls mix,glucan,% dry weight,22.04,(7e)a419,pass,tiny,2024-11-21 16:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,lignin,% dry weight,44.53,(7e)bbb6,pass,capstan,2025-09-26 11:35:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells and hulls mix,lignin,% dry weight,28.75,(7e)bc7f,pass,tiny,2024-11-21 16:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells and hulls mix,glucose,% dry weight,24.49,(7e)c1b2,pass,tiny,2024-11-21 16:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,glucan,% dry weight,21.9,(7e)c731,pass,capstan,2025-09-26 11:35:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,glucose,% dry weight,24.6,(7e)d304,pass,capstan,2025-09-26 11:35:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells and hulls mix,glucan,% dry weight,23.55,(7e)da49,pass,tiny,2024-11-21 16:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells and hulls mix,glucan,% dry weight,23.74,(7e)e84e,pass,tiny,2024-11-21 16:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells and hulls mix,xylose,% dry weight,22.29,(7e)ee46,pass,tiny,2024-11-21 16:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,lignin,% dry weight,43.83,(7e)f033,pass,capstan,2025-09-26 11:35:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut shells,glucose,% dry weight,11.4,(82)00ec,pass,energetic,2024-11-21 18:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut shells,glucose,% dry weight,11.74,(82)06ed,pass,energetic,2024-11-21 18:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,xylan,% dry weight,4.69,(82)083c,pass,boatswain,2025-08-27 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut shells,glucan,% dry weight,10.56,(82)153e,pass,energetic,2024-11-21 18:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,xylan,% dry weight,4.6,(82)1e9c,pass,boatswain,2025-08-27 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut shells,lignin,% dry weight,49.6,(82)24e6,pass,energetic,2024-11-21 18:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut shells,xylose,% dry weight,23.32,(82)2ace,pass,energetic,2024-11-21 18:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,glucan,% dry weight,13.87,(82)60a4,pass,boatswain,2025-08-27 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut shells,lignin,% dry weight,49.45,(82)6324,pass,energetic,2024-11-21 18:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,glucose,% dry weight,16.2,(82)6387,pass,boatswain,2025-08-27 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut shells,xylose,% dry weight,23.4,(82)6472,pass,energetic,2024-11-21 18:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut shells,lignin,% dry weight,48.91,(82)6771,pass,energetic,2024-11-21 18:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut shells,xylose,% dry weight,5.34,(82)6771,pass,energetic,2024-11-21 18:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,glucan,% dry weight,14.58,(82)6acd,pass,boatswain,2025-08-27 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,lignin,% dry weight,48.91,(82)6f92,pass,boatswain,2025-08-27 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut shells,xylose,% dry weight,23.52,(82)762f,pass,energetic,2024-11-21 18:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,glucose,% dry weight,16.04,(82)7731,pass,boatswain,2025-08-27 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut shells,xylan,% dry weight,20.52,(82)7f9a,pass,energetic,2024-11-21 18:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,glucose,% dry weight,15.41,(82)8468,pass,boatswain,2025-08-27 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut shells,xylan,% dry weight,20.59,(82)8b26,pass,energetic,2024-11-21 18:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut shells,glucan,% dry weight,10.26,(82)8c1c,pass,energetic,2024-11-21 18:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,xylose,% dry weight,5.23,(82)a692,pass,boatswain,2025-08-27 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut shells,glucan,% dry weight,11.07,(82)bb91,pass,energetic,2024-11-21 18:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut shells,xylan,% dry weight,20.7,(82)bdca,pass,energetic,2024-11-21 18:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,lignin,% dry weight,50.01,(82)d973,pass,boatswain,2025-08-27 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,glucan,% dry weight,14.43,(82)db4c,pass,boatswain,2025-08-27 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,lignin,% dry weight,49.72,(82)e1a7,pass,boatswain,2025-08-27 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut shells,glucose,% dry weight,12.3,(82)edaa,pass,energetic,2024-11-21 18:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,xylose,% dry weight,5.14,(82)ef99,pass,boatswain,2025-08-27 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,xylan,% dry weight,4.52,(82)f64c,pass,boatswain,2025-08-27 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
tomato pomace,glucose,% dry weight,15.68,(85)07bd,pass,oakleaf,2024-09-24 11:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
tomato pomace,glucan,% dry weight,14.12,(85)2246,pass,oakleaf,2024-09-24 11:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
tomato pomace,lignin+,% dry weight,39.9,(85)3329,pass,oakleaf,2024-09-24 11:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
tomato pomace,glucan,% dry weight,14.18,(85)41cb,pass,oakleaf,2024-09-24 11:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
tomato pomace,xylose,% dry weight,11.22,(85)4630,pass,oakleaf,2024-09-24 11:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
tomato pomace,lignin+,% dry weight,39.54,(85)51c8,pass,oakleaf,2024-09-24 11:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
tomato pomace,lignin+,% dry weight,40.88,(85)5b1b,pass,oakleaf,2024-09-24 11:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
tomato pomace,glucose,% dry weight,15.75,(85)63d7,pass,oakleaf,2024-09-24 11:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
tomato pomace,xylose,% dry weight,10.72,(85)8bd5,pass,oakleaf,2024-09-24 11:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
tomato pomace,xylan,% dry weight,9.88,(85)8c05,pass,oakleaf,2024-09-24 11:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
tomato pomace,glucose,% dry weight,15.74,(85)9311,pass,oakleaf,2024-09-24 11:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
tomato pomace,xylan,% dry weight,9.43,(85)a6d4,pass,oakleaf,2024-09-24 11:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
tomato pomace,xylose,% dry weight,10.51,(85)b716,pass,oakleaf,2024-09-24 11:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
tomato pomace,glucan,% dry weight,14.16,(85)e114,pass,oakleaf,2024-09-24 11:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
tomato pomace,xylan,% dry weight,9.25,(85)f026,pass,oakleaf,2024-09-24 11:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,xylan,% dry weight,7.2,(86)031e,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,xylose,% dry weight,8.47,(86)0932,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,glucose,% dry weight,25.14,(86)50f7,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,xylose,% dry weight,8.18,(86)6013,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,lignin,% dry weight,20.5,(86)650b,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,glucose,% dry weight,25.77,(86)739f,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,xylan,% dry weight,7.23,(86)7828,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,lignin,% dry weight,20.03,(86)82c3,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,lignin,% dry weight,20.08,(86)98ab,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,xylan,% dry weight,7.45,(86)9d47,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,glucan,% dry weight,22.65,(86)ab43,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,xylose,% dry weight,8.22,(86)cc31,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,glucan,% dry weight,22.63,(86)cd16,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,glucan,% dry weight,23.19,(86)dc7c,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,glucose,% dry weight,25.17,(86)f7f0,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape stem,xylan,% dry weight,5.33,(87)1f70,pass,rigging,2025-09-24 11:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape stem,glucose,% dry weight,22.58,(87)2652,pass,rigging,2025-09-24 11:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape stem,glucose,% dry weight,12.22,(87)49e8,pass,rigging,2025-09-24 11:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape stem,xylose,% dry weight,3.65,(87)50d0,pass,rigging,2025-09-24 11:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape stem,lignin,% dry weight,35.56,(87)653b,pass,rigging,2025-09-24 11:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape stem,lignin,% dry weight,37.21,(87)6f26,pass,rigging,2025-09-24 11:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape stem,glucan,% dry weight,18.92,(87)6f75,pass,rigging,2025-09-24 11:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape stem,xylose,% dry weight,6.06,(87)7d8b,pass,rigging,2025-09-24 11:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape stem,xylan,% dry weight,3.21,(87)8932,pass,rigging,2025-09-24 11:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape stem,xylan,% dry weight,5.99,(87)91b5,pass,rigging,2025-09-24 11:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape stem,glucan,% dry weight,11.0,(87)a5ef,pass,rigging,2025-09-24 11:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape stem,glucose,% dry weight,21.02,(87)a83f,pass,rigging,2025-09-24 11:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape stem,glucan,% dry weight,20.33,(87)bfb7,pass,rigging,2025-09-24 11:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape stem,lignin,% dry weight,37.11,(87)e6c9,pass,rigging,2025-09-24 11:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape stem,xylose,% dry weight,6.8,(87)fbd5,pass,rigging,2025-09-24 11:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,glucan,% dry weight,26.22,(a0)00b1,pass,humorous,2024-12-16 00:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,xylose,% dry weight,17.5,(a0)031a,pass,humorous,2024-12-16 00:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,lignin,% dry weight,34.99,(a0)129b,pass,humorous,2024-12-16 00:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,glucose,% dry weight,28.99,(a0)2a3f,pass,humorous,2024-12-16 00:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
olive stems / leaves,lignin,% dry weight,51.48,(a0)2c11,pass,excellent,2025-11-04 17:35:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
olive stems / leaves,xylose,% dry weight,13.54,(a0)2c72,pass,excellent,2025-11-04 17:35:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,glucan,% dry weight,26.09,(a0)47a1,pass,humorous,2024-12-16 00:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
olive stems / leaves,glucan,% dry weight,14.45,(a0)4e26,pass,excellent,2025-11-04 17:35:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,lignin,% dry weight,35.28,(a0)4e42,pass,humorous,2024-12-16 00:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
olive stems / leaves,glucose,% dry weight,15.68,(a0)7978,pass,excellent,2025-11-04 17:35:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
olive stems / leaves,glucan,% dry weight,14.11,(a0)7a8d,pass,excellent,2025-11-04 17:35:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,lignin,% dry weight,35.97,(a0)7c3a,pass,humorous,2024-12-16 00:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,xylan,% dry weight,15.11,(a0)7dd8,pass,humorous,2024-12-16 00:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
olive stems / leaves,xylose,% dry weight,14.06,(a0)825d,pass,excellent,2025-11-04 17:35:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,xylan,% dry weight,15.4,(a0)8bcb,pass,humorous,2024-12-16 00:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,xylose,% dry weight,17.17,(a0)94e1,pass,humorous,2024-12-16 00:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
olive stems / leaves,xylose,% dry weight,13.37,(a0)96b7,pass,excellent,2025-11-04 17:35:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
olive stems / leaves,xylan,% dry weight,11.92,(a0)975e,pass,excellent,2025-11-04 17:35:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,glucose,% dry weight,28.48,(a0)a67e,pass,humorous,2024-12-16 00:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,xylan,% dry weight,15.21,(a0)ac41,pass,humorous,2024-12-16 00:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
olive stems / leaves,glucan,% dry weight,13.87,(a0)ad15,pass,excellent,2025-11-04 17:35:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
olive stems / leaves,lignin,% dry weight,51.18,(a0)b0bd,pass,excellent,2025-11-04 17:35:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
olive stems / leaves,lignin,% dry weight,51.09,(a0)bd2b,pass,excellent,2025-11-04 17:35:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
olive stems / leaves,glucose,% dry weight,16.05,(a0)cda4,pass,excellent,2025-11-04 17:35:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
olive stems / leaves,xylan,% dry weight,12.37,(a0)dd8f,pass,excellent,2025-11-04 17:35:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,glucan,% dry weight,25.63,(a0)de11,pass,humorous,2024-12-16 00:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,glucose,% dry weight,29.13,(a0)e5fa,pass,humorous,2024-12-16 00:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,xylose,% dry weight,17.29,(a0)e973,pass,humorous,2024-12-16 00:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
olive stems / leaves,glucose,% dry weight,15.41,(a0)ee16,pass,excellent,2025-11-04 17:35:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
olive stems / leaves,xylan,% dry weight,11.76,(a0)fa31,pass,excellent,2025-11-04 17:35:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,glucose,% dry weight,25.41,(a2)210f,pass,tiny,2025-09-19 11:05:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,lignin,% dry weight,29.99,(a2)27ae,pass,tiny,2025-09-19 11:05:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,glucose,% dry weight,25.51,(a2)2e51,pass,tiny,2025-09-19 11:05:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,glucose,% dry weight,25.2,(a2)3a00,pass,tiny,2025-09-19 11:05:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,xylan,% dry weight,19.02,(a2)6e8b,pass,tiny,2025-09-19 11:05:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,glucan,% dry weight,22.87,(a2)7169,pass,tiny,2025-09-19 11:05:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,xylan,% dry weight,19.04,(a2)7ab8,pass,tiny,2025-09-19 11:05:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,lignin,% dry weight,30.82,(a2)8569,pass,tiny,2025-09-19 11:05:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,xylose,% dry weight,21.61,(a2)8f0a,pass,tiny,2025-09-19 11:05:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,xylose,% dry weight,21.64,(a2)8f0d,pass,tiny,2025-09-19 11:05:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,lignin,% dry weight,30.38,(a2)a00a,pass,tiny,2025-09-19 11:05:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,xylose,% dry weight,21.64,(a2)a625,pass,tiny,2025-09-19 11:05:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,xylan,% dry weight,19.04,(a2)c18b,pass,tiny,2025-09-19 11:05:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,glucan,% dry weight,22.96,(a2)c9b4,pass,tiny,2025-09-19 11:05:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,glucan,% dry weight,22.68,(a2)ee26,pass,tiny,2025-09-19 11:05:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,glucan,% dry weight,23.89,(a5)06fb,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,xylan,% dry weight,19.29,(a5)18dd,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,xylose,% dry weight,21.93,(a5)2eef,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,lignin,% dry weight,29.76,(a5)4534,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,glucan,% dry weight,24.06,(a5)4b77,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,xylan,% dry weight,19.65,(a5)6e3c,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,glucan,% dry weight,23.56,(a5)73fb,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,glucose,% dry weight,26.54,(a5)807a,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,glucose,% dry weight,26.18,(a5)8859,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,xylan,% dry weight,19.01,(a5)a7dc,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,glucose,% dry weight,26.74,(a5)aa6c,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,xylose,% dry weight,22.33,(a5)adde,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,lignin,% dry weight,29.38,(a5)b354,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,lignin,% dry weight,29.64,(a5)b49a,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,xylose,% dry weight,21.6,(a5)cc3a,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,xylan,% dry weight,7.71,(a8)037f,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,glucose,% dry weight,17.5,(a8)29ea,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,lignin,% dry weight,21.99,(a8)2cff,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,lignin,% dry weight,21.97,(a8)2fbb,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,xylose,% dry weight,8.77,(a8)4250,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,glucose,% dry weight,26.08,(a8)563e,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,glucan,% dry weight,23.51,(a8)851a,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
