resource_name,strain_name,observed_value,record_id,qc_pass,created_at,product_name,unit,provider_codename,sample_date
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco22-9138,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,100.0,proco22-94d2,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,21.29,proco22-9667,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,12.38,proco22-97f9,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,2.36,proco22-9c6e,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,3.04,proco22-a75c,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,15.65,proco22-ad60,pass,2026-07-08 03:54:31.034951,sugart0,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco22-af8e,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,3.02,proco22-b156,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco22-b522,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,1.65,proco22-baad,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,12.59,proco22-bc64,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,20.97,proco22-bdf6,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,15.41,proco22-bf76,pass,2026-07-08 03:54:31.034951,sugart0,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,2.85,proco22-c187,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,65.0,proco22-c49c,pass,2026-07-08 03:54:31.034951,rel_growth,pc,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,1.54,proco22-c5b8,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,12.84,proco22-cd1a,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,47.0,proco22-cdb2,pass,2026-07-08 03:54:31.034951,rel_growth,pc,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco22-cf44,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco22-d242,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco22-d2b6,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco22-d2dc,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco22-d3c4,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,14.24,proco22-d608,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco22-d838,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,23.12,proco22-da82,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco22-e0cf,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,100.0,proco22-e476,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,12.73,proco22-e7c9,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco22-e9c4,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,38.0,proco22-f763,pass,2026-07-08 03:54:31.034951,rel_growth,pc,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,3.64,proco22-f814,pass,2026-07-08 03:54:31.034951,od600teof,,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,2.24,proco22-faad,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,15.56,proco22-fcec,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,excellent,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,20.76,proco23-050a,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,59.11,proco23-0637,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,43.0,proco23-0860,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,31.23,proco23-200e,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,36.58,proco23-2a18,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,6.08,proco23-4393,pass,2026-07-08 03:54:31.034951,od600teof,,,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,48.0,proco23-4c93,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,30.91,proco23-5283,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,17.0,proco23-594c,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,100.55,proco23-5a5f,pass,2026-07-08 03:54:31.034951,sugart0,g_l,,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,54.24,proco23-7374,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,17.0,proco23-7e8b,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,90.93,proco23-7ea1,pass,2026-07-08 03:54:31.034951,sugart0,g_l,,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,11.33,proco23-8296,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,48.05,proco23-8bed,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,63.97,proco23-8c13,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,85.48,proco23-95d4,pass,2026-07-08 03:54:31.034951,sugart0,g_l,,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,4.8,proco23-9be0,pass,2026-07-08 03:54:31.034951,od600teof,,,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,49.07,proco23-9dee,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,10.51,proco23-9e3e,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,106.0,proco23-a39c,pass,2026-07-08 03:54:31.034951,rel_growth,pc,,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,47.25,proco23-a39d,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,24.07,proco23-ab21,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,5.93,proco23-c81f,pass,2026-07-08 03:54:31.034951,od600teof,,,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,109.0,proco23-ccc4,pass,2026-07-08 03:54:31.034951,rel_growth,pc,,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,31.43,proco23-d4ee,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,52.0,proco23-d693,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,31.82,proco23-da19,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,86.0,proco23-df86,pass,2026-07-08 03:54:31.034951,rel_growth,pc,,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,10.9,proco23-efd3,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,31.13,proco23-f278,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,16.0,proco23-f823,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,,2026-07-08 03:54:31.034951
lab media,Rhodosporidium toruloides MCR-ALD6-g2945,32.29,proco23-fc87,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,,2026-07-08 03:54:31.034951
grape pomace,Rhodosporidium toruloides MCR-ALD6-g2945,19.33,proco24-008a,pass,2026-07-08 03:54:31.034951,sugart0,g_l,boatswain,2026-07-08 03:54:31.034951
grape pomace,Rhodosporidium toruloides MCR-ALD6-g2945,18.18,proco24-035a,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,boatswain,2026-07-08 03:54:31.034951
almond shells,Rhodosporidium toruloides MCR-ALD6-g2945,7.6,proco24-0406,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,tiny,2026-07-08 03:54:31.034951
almond shells,Rhodosporidium toruloides MCR-ALD6-g2945,12.67,proco24-0655,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,humorous,2026-07-08 03:54:31.034951
almond shells,Rhodosporidium toruloides MCR-ALD6-g2945,21.14,proco24-0766,pass,2026-07-08 03:54:31.034951,sugart0,g_l,humorous,2026-07-08 03:54:31.034951
grape pomace,Rhodosporidium toruloides MCR-ALD6-g2945,4.64,proco24-0cc3,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,boatswain,2026-07-08 03:54:31.034951
grape pomace,Rhodosporidium toruloides MCR-ALD6-g2945,0.15,proco24-0dc1,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,boatswain,2026-07-08 03:54:31.034951
almond shells,Rhodosporidium toruloides MCR-ALD6-g2945,8.47,proco24-0e73,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,humorous,2026-07-08 03:54:31.034951
grape pomace,Rhodosporidium toruloides MCR-ALD6-g2945,0.6,proco24-0e96,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,boatswain,2026-07-08 03:54:31.034951
peach stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,3.72,proco24-11e4,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,rushes,2026-07-08 03:54:31.034951
almond shells,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco24-1210,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,tiny,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,4.34,proco24-1464,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,humorous,2026-07-08 03:54:31.034951
grape pomace,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco24-14ee,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,boatswain,2026-07-08 03:54:31.034951
almond shells,Rhodosporidium toruloides MCR-ALD6-g2945,1.5,proco24-186d,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,tiny,2026-07-08 03:54:31.034951
peach stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,16.47,proco24-18c0,pass,2026-07-08 03:54:31.034951,sugart0,g_l,rushes,2026-07-08 03:54:31.034951
grape pomace,Rhodosporidium toruloides MCR-ALD6-g2945,0.21,proco24-18dd,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,boatswain,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,0.52,proco24-1903,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,humorous,2026-07-08 03:54:31.034951
almond shells,Rhodosporidium toruloides MCR-ALD6-g2945,24.8,proco24-1998,pass,2026-07-08 03:54:31.034951,sugart0,g_l,tiny,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,0.28,proco24-1da9,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,humorous,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,4.96,proco24-1e1e,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,humorous,2026-07-08 03:54:31.034951
almond shells,Rhodosporidium toruloides MCR-ALD6-g2945,2.76,proco24-1e2b,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,humorous,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,0.18,proco24-1ed6,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,humorous,2026-07-08 03:54:31.034951
almond shells,Rhodosporidium toruloides MCR-ALD6-g2945,9.4,proco24-25d7,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,humorous,2026-07-08 03:54:31.034951
peach stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,14.45,proco24-2687,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,rushes,2026-07-08 03:54:31.034951
almond shells,Rhodosporidium toruloides MCR-ALD6-g2945,19.78,proco24-271d,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,tiny,2026-07-08 03:54:31.034951
grape pomace,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco24-28ce,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,boatswain,2026-07-08 03:54:31.034951
almond shells,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco24-2a8a,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,humorous,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,28.29,proco24-2ae8,pass,2026-07-08 03:54:31.034951,sugart0,g_l,humorous,2026-07-08 03:54:31.034951
almond shells,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco24-300a,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,tiny,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,14.02,proco24-3325,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,humorous,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,23.37,proco24-3333,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,humorous,2026-07-08 03:54:31.034951
peach stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,0.73,proco24-3345,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,rushes,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,24.95,proco24-348a,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,humorous,2026-07-08 03:54:31.034951
peach stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,1.74,proco24-3799,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,rushes,2026-07-08 03:54:31.034951
grape pomace,Rhodosporidium toruloides MCR-ALD6-g2945,3.45,proco24-391b,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,boatswain,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,36.76,proco24-3c3f,pass,2026-07-08 03:54:31.034951,sugart0,g_l,humorous,2026-07-08 03:54:31.034951
grape pomace,Rhodosporidium toruloides MCR-ALD6-g2945,1.15,proco24-3d51,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,boatswain,2026-07-08 03:54:31.034951
peach stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,3.94,proco24-3d9b,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,rushes,2026-07-08 03:54:31.034951
almond shells,Rhodosporidium toruloides MCR-ALD6-g2945,7.37,proco24-3dac,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,tiny,2026-07-08 03:54:31.034951
grape pomace,Rhodosporidium toruloides MCR-ALD6-g2945,22.45,proco24-3fc0,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,boatswain,2026-07-08 03:54:31.034951
almond shells,Rhodosporidium toruloides MCR-ALD6-g2945,19.57,proco24-3fc5,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,tiny,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,5.78,proco24-4180,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,humorous,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,23.33,proco24-41ed,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,humorous,2026-07-08 03:54:31.034951
almond shells,Rhodosporidium toruloides MCR-ALD6-g2945,9.67,proco24-47cf,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,humorous,2026-07-08 03:54:31.034951
grape pomace,Rhodosporidium toruloides MCR-ALD6-g2945,18.36,proco24-4978,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,boatswain,2026-07-08 03:54:31.034951
peach stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,2.02,proco24-4aa2,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,rushes,2026-07-08 03:54:31.034951
grape pomace,Rhodosporidium toruloides MCR-ALD6-g2945,14.65,proco24-4b0b,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,boatswain,2026-07-08 03:54:31.034951
almond shells,Rhodosporidium toruloides MCR-ALD6-g2945,3.59,proco24-4c8c,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,tiny,2026-07-08 03:54:31.034951
almond shells,Rhodosporidium toruloides MCR-ALD6-g2945,11.31,proco24-4eb7,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,humorous,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,3.9,proco24-4eda,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,humorous,2026-07-08 03:54:31.034951
almond shells,Rhodosporidium toruloides MCR-ALD6-g2945,15.74,proco24-4ef5,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,tiny,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,1.03,proco24-4efb,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,humorous,2026-07-08 03:54:31.034951
almond shells,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco24-55ba,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,humorous,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,1.53,proco24-564a,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,humorous,2026-07-08 03:54:31.034951
peach stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,0.67,proco24-56f1,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,rushes,2026-07-08 03:54:31.034951
almond shells,Rhodosporidium toruloides MCR-ALD6-g2945,19.78,proco24-570d,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,tiny,2026-07-08 03:54:31.034951
almond shells,Rhodosporidium toruloides MCR-ALD6-g2945,9.02,proco24-5a80,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,tiny,2026-07-08 03:54:31.034951
grape pomace,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco24-5e43,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,boatswain,2026-07-08 03:54:31.034951
almond shells,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco24-5ef8,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,humorous,2026-07-08 03:54:31.034951
grape pomace,Rhodosporidium toruloides MCR-ALD6-g2945,15.88,proco24-63ac,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,boatswain,2026-07-08 03:54:31.034951
almond shells,Rhodosporidium toruloides MCR-ALD6-g2945,1.65,proco24-6565,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,tiny,2026-07-08 03:54:31.034951
almond shells,Rhodosporidium toruloides MCR-ALD6-g2945,4.97,proco24-67b2,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,tiny,2026-07-08 03:54:31.034951
almond shells,Rhodosporidium toruloides MCR-ALD6-g2945,9.1,proco24-68d8,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,tiny,2026-07-08 03:54:31.034951
almond shells,Rhodosporidium toruloides MCR-ALD6-g2945,2.76,proco24-6f39,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,humorous,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,4.74,proco24-73fc,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,humorous,2026-07-08 03:54:31.034951
almond shells,Rhodosporidium toruloides MCR-ALD6-g2945,4.68,proco24-783a,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,tiny,2026-07-08 03:54:31.034951
peach stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,16.3,proco24-7d41,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,rushes,2026-07-08 03:54:31.034951
peach stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,2.4,proco24-8004,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,rushes,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,22.74,proco24-80ff,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,humorous,2026-07-08 03:54:31.034951
almond shells,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco24-8123,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,humorous,2026-07-08 03:54:31.034951
almond shells,Rhodosporidium toruloides MCR-ALD6-g2945,12.31,proco24-8144,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,tiny,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,32.86,proco24-8191,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,humorous,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,3.39,proco24-82a2,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,humorous,2026-07-08 03:54:31.034951
almond shells,Rhodosporidium toruloides MCR-ALD6-g2945,20.98,proco24-8355,pass,2026-07-08 03:54:31.034951,sugart0,g_l,humorous,2026-07-08 03:54:31.034951
grape pomace,Rhodosporidium toruloides MCR-ALD6-g2945,0.28,proco24-8509,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,boatswain,2026-07-08 03:54:31.034951
almond shells,Rhodosporidium toruloides MCR-ALD6-g2945,3.27,proco24-8639,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,humorous,2026-07-08 03:54:31.034951
grape pomace,Rhodosporidium toruloides MCR-ALD6-g2945,4.09,proco24-8b93,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,boatswain,2026-07-08 03:54:31.034951
grape pomace,Rhodosporidium toruloides MCR-ALD6-g2945,4.9,proco24-8c0c,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,boatswain,2026-07-08 03:54:31.034951
grape pomace,Rhodosporidium toruloides MCR-ALD6-g2945,3.6,proco24-8cb6,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,boatswain,2026-07-08 03:54:31.034951
peach stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,0.26,proco24-8d32,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,rushes,2026-07-08 03:54:31.034951
peach stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,2.33,proco24-8e1a,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,rushes,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,3.38,proco24-8e29,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,humorous,2026-07-08 03:54:31.034951
almond shells,Rhodosporidium toruloides MCR-ALD6-g2945,3.93,proco24-8e62,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,humorous,2026-07-08 03:54:31.034951
grape pomace,Rhodosporidium toruloides MCR-ALD6-g2945,22.45,proco24-8ec6,pass,2026-07-08 03:54:31.034951,sugart0,g_l,boatswain,2026-07-08 03:54:31.034951
