replicate_group_id,sample_id,resource_id,resource_type,analysis_type,parameter,lab,method,protocol_version,experiment_id,n_replicates,mean,standard_deviation,RSD_percent,existing_QC_status,rsd_gt_20,dixon_flag_0_05,flag_3xSD,dixon_candidate_record_id,flag_category
1958,157,10,cotton stem mix,xrf,mg,schooner,knife mill (2mm),,47.0,2,8370.0,1810.1933598375613,21.627160810484607,pass,True,,False,,RSD_only
2003,131,11,pistachio stems & leaves,xrf,sr,tripod,oven dry + knife mill (2mm),,47.0,3,66.0,4.358898943540674,6.604392338697991,pass,False,False,True,(d4)03db,3xSD_only
2004,131,11,pistachio stems & leaves,xrf,rb,tripod,oven dry + knife mill (2mm),,47.0,3,51.333333333333336,1.1547005383792517,2.2494166332063346,pass,False,True,False,(d4)072e,Dixon_only
2009,131,11,pistachio stems & leaves,xrf,ti,tripod,oven dry + knife mill (2mm),,47.0,3,224.3333333333333,53.00314456080255,23.62695894240827,pass,True,False,False,(d4)2876,RSD_only
2010,131,11,pistachio stems & leaves,xrf,k,tripod,oven dry + knife mill (2mm),,47.0,3,29733.33333333333,115.47005383792516,0.3883521990064747,pass,False,True,False,(d4)2d2f,Dixon_only
2011,131,11,pistachio stems & leaves,xrf,zn,tripod,oven dry + knife mill (2mm),,47.0,3,34.666666666666664,1.1547005383792517,3.330866937632457,pass,False,True,False,(d4)fecf,Dixon_only
2012,131,11,pistachio stems & leaves,xrf,ba,tripod,oven dry + knife mill (2mm),,47.0,3,39.0,9.539392014169456,24.45997952351143,pass,True,False,False,(d4)dbe3,RSD_only
2016,131,11,pistachio stems & leaves,xrf,ce,tripod,oven dry + knife mill (2mm),,47.0,2,70.0,29.698484809834994,42.42640687119285,pass,True,,False,,RSD_only
2019,131,11,pistachio stems & leaves,xrf,th,tripod,oven dry + knife mill (2mm),,47.0,3,36.0,1.7320508075688772,4.811252243246881,pass,False,True,False,(d4)dd86,Dixon_only
2022,131,11,pistachio stems & leaves,xrf,ca,tripod,oven dry + knife mill (2mm),,47.0,3,20500.0,2253.885533916929,10.99456358008258,pass,False,False,True,(d4)c26b,3xSD_only
2024,116,23,grape pomace,xrf,u,rigging,oven dry + knife mill (2mm),,47.0,3,16.333333333333332,0.5773502691896258,3.5347975664670974,pass,False,True,False,(d6)0264,Dixon_only
2026,116,23,grape pomace,xrf,rb,rigging,oven dry + knife mill (2mm),,47.0,3,21.33333333333333,0.5773502691896258,2.706329386826371,pass,False,True,False,(d6)3037,Dixon_only
2027,116,23,grape pomace,xrf,sr,rigging,oven dry + knife mill (2mm),,47.0,3,38.66666666666666,1.1547005383792517,2.98629449580841,pass,False,True,False,(d6)cdec,Dixon_only
2031,116,23,grape pomace,xrf,cu,rigging,oven dry + knife mill (2mm),,47.0,3,18.0,4.0,22.22222222222222,pass,True,False,False,(d6)cabd,RSD_only
2042,82,20,wheat straw,xrf,rb,wardrobe,knife mill (2mm),,47.0,3,54.66666666666666,3.785938897200183,6.925497982683261,pass,False,False,True,(da)0531,3xSD_only
2043,153,3,pistachio shells,xrf,ca,tripod,knife mill (2mm),,47.0,3,553.6666666666666,328.80135847245725,59.386157460407695,pass,True,True,False,(da)99ec,RSD_and_Dixon
2045,153,3,pistachio shells,xrf,cu,tripod,knife mill (2mm),,47.0,3,5.666666666666667,0.5773502691896258,10.188534162169868,pass,False,True,False,(da)3a75,Dixon_only
2047,82,20,wheat straw,xrf,th,wardrobe,knife mill (2mm),,47.0,3,75.0,3.4641016151377544,4.618802153517006,pass,False,True,False,(da)caca,Dixon_only
2048,153,3,pistachio shells,xrf,ce,tripod,knife mill (2mm),,47.0,2,61.5,14.849242404917495,24.145109601491864,pass,True,,False,,RSD_only
2053,82,20,wheat straw,xrf,cu,wardrobe,knife mill (2mm),,47.0,3,12.666666666666666,1.1547005383792517,9.116056881941462,pass,False,True,False,(da)c60a,Dixon_only
2055,82,20,wheat straw,xrf,u,wardrobe,knife mill (2mm),,47.0,3,22.33333333333333,1.1547005383792517,5.170300918116052,pass,False,True,False,(da)7146,Dixon_only
2057,82,20,wheat straw,xrf,ca,wardrobe,knife mill (2mm),,47.0,3,6040.0,233.88031127053,3.872190583949172,pass,False,True,False,(da)3776,Dixon_only
2059,153,3,pistachio shells,xrf,s,tripod,knife mill (2mm),,47.0,3,1353.0,1781.4261141007223,131.66490126391147,pass,True,True,True,(da)6931,all_three
2061,82,20,wheat straw,xrf,si,wardrobe,knife mill (2mm),,47.0,3,63900.0,3724.244889907215,5.828239264330539,pass,False,False,True,(da)d588,3xSD_only
2062,82,20,wheat straw,xrf,k,wardrobe,knife mill (2mm),,47.0,3,39100.0,519.6152422706632,1.3289392385438958,pass,False,True,False,(da)eb64,Dixon_only
2066,153,3,pistachio shells,xrf,mo,tripod,knife mill (2mm),,47.0,2,5.0,1.4142135623730951,28.284271247461906,pass,True,,False,,RSD_only
2067,153,3,pistachio shells,xrf,si,tripod,knife mill (2mm),,47.0,3,624.0,285.243755409299,45.71214028995176,pass,True,False,False,(da)59ab,RSD_only
2068,153,3,pistachio shells,xrf,rb,tripod,knife mill (2mm),,47.0,3,2.0,1.0,50.0,pass,True,False,False,(da)6516,RSD_only
2073,153,3,pistachio shells,xrf,k,tripod,knife mill (2mm),,47.0,3,3062.6666666666665,1978.636230673373,64.60501406203875,pass,True,True,False,(da)766d,RSD_and_Dixon
2078,153,3,pistachio shells,xrf,u,tripod,knife mill (2mm),,47.0,3,13.333333333333334,0.5773502691896257,4.330127018922193,pass,False,True,False,(da)b707,Dixon_only
2086,78,5,alfalfa,xrf,mo,possessive,knife mill (2mm),,47.0,3,8.333333333333334,3.055050463303893,36.66060555964671,pass,True,False,False,(ed)057d,RSD_only
2089,109,23,grape pomace,xrf,la,,oven dry + knife mill (2mm),,47.0,2,53.0,12.727922061357855,24.01494728558086,pass,True,,False,,RSD_only
2090,78,5,alfalfa,xrf,sr,possessive,knife mill (2mm),,47.0,3,108.33333333333331,2.8867513459481287,2.664693550105965,pass,False,True,False,(ed)ec76,Dixon_only
2095,109,23,grape pomace,xrf,mo,,oven dry + knife mill (2mm),,47.0,2,5.5,2.1213203435596424,38.5694607919935,pass,True,,False,,RSD_only
2097,109,23,grape pomace,xrf,u,,oven dry + knife mill (2mm),,47.0,3,13.333333333333334,0.5773502691896257,4.330127018922193,pass,False,True,False,(ed)2185,Dixon_only
2098,78,5,alfalfa,xrf,cu,possessive,knife mill (2mm),,47.0,3,22.0,1.7320508075688772,7.872958216222169,pass,False,True,False,(ed)8974,Dixon_only
2109,109,23,grape pomace,xrf,cu,,oven dry + knife mill (2mm),,47.0,3,23.33333333333333,1.1547005383792517,4.948716593053935,pass,False,True,False,(ed)49b0,Dixon_only
2113,78,5,alfalfa,xrf,rb,possessive,knife mill (2mm),,47.0,3,55.333333333333336,0.5773502691896258,1.0434041009451067,pass,False,True,False,(ed)9e36,Dixon_only
2118,109,23,grape pomace,xrf,pr,,oven dry + knife mill (2mm),,47.0,2,86.0,19.79898987322333,23.022081247934107,pass,True,,False,,RSD_only
2126,132,9,pistachio hulls,xrf,mn,tripod,oven dry + knife mill (2mm),,47.0,3,33.333333333333336,8.082903768654761,24.24871130596428,pass,True,False,False,(f2)3976,RSD_only
2128,132,9,pistachio hulls,xrf,u,tripod,oven dry + knife mill (2mm),,47.0,3,5.666666666666667,0.5773502691896258,10.188534162169868,pass,False,True,False,(f2)15c2,Dixon_only
2129,132,9,pistachio hulls,xrf,cu,tripod,oven dry + knife mill (2mm),,47.0,3,14.333333333333334,5.033222956847166,35.1155090012593,pass,True,False,False,(f2)7fa0,RSD_only
2131,132,9,pistachio hulls,xrf,zn,tripod,oven dry + knife mill (2mm),,47.0,3,22.666666666666668,1.1547005383792517,5.094267081084933,pass,False,True,False,(f2)85e3,Dixon_only
2132,132,9,pistachio hulls,xrf,rb,tripod,oven dry + knife mill (2mm),,47.0,3,150.66666666666666,0.5773502691896258,0.3831970813205481,pass,False,True,False,(f2)fbfd,Dixon_only
2133,132,9,pistachio hulls,xrf,ba,tripod,oven dry + knife mill (2mm),,47.0,3,39.0,9.539392014169456,24.45997952351143,pass,True,False,False,(f2)c584,RSD_only
2136,132,9,pistachio hulls,xrf,th,tripod,oven dry + knife mill (2mm),,47.0,3,12.666666666666666,1.1547005383792517,9.116056881941462,pass,False,True,False,(f2)6bb5,Dixon_only
2152,83,55,peach seeds,xrf,cu,rushes,oven dry + knife mill (2mm),,47.0,3,12.333333333333334,0.5773502691896257,4.681218398834803,pass,False,True,False,(f6)f791,Dixon_only
2158,83,55,peach seeds,xrf,u,rushes,oven dry + knife mill (2mm),,47.0,3,13.333333333333334,1.1547005383792517,8.660254037844387,"fail,pass",False,True,False,(f6)9bb6,Dixon_only
2170,86,16,peach stems / leaves,xrf,y,rushes,oven dry + knife mill (2mm),,47.0,3,8.0,2.0,25.0,pass,True,False,False,(f7)815b,RSD_only
2173,86,16,peach stems / leaves,xrf,ti,rushes,oven dry + knife mill (2mm),,47.0,2,289.5,71.4177848998413,24.66935575124052,pass,True,,False,,RSD_only
2174,86,16,peach stems / leaves,xrf,al,rushes,oven dry + knife mill (2mm),,47.0,3,2006.6666666666667,552.2982286168708,27.52316753904672,pass,True,False,False,(f7)8919,RSD_only
2176,86,16,peach stems / leaves,xrf,sr,rushes,oven dry + knife mill (2mm),,47.0,3,216.3333333333333,4.932882862316247,2.2802232029196827,pass,False,False,True,(f7)5f04,3xSD_only
2178,86,16,peach stems / leaves,xrf,fe,rushes,oven dry + knife mill (2mm),,47.0,3,1656.6666666666667,223.6813209307682,13.501890599442747,pass,False,False,True,(f7)6772,3xSD_only
2180,86,16,peach stems / leaves,xrf,zn,rushes,oven dry + knife mill (2mm),,47.0,3,86.0,3.4641016151377544,4.02802513388111,pass,False,True,False,(f7)796e,Dixon_only
2185,50,25,almond hulls,icp,na,tiny,,,43.0,2,-131.3,135.34023791910522,103.07710427959267,fail,True,,False,,RSD_only
2201,52,7,sargassum,icp,al,hairpin,,,43.0,2,124.5,31.81980515339464,25.558076428429427,pass,True,,False,,RSD_only
2206,52,7,sargassum,icp,p,hairpin,,,43.0,2,869.5,198.69700551341987,22.851869524257605,pass,True,,False,,RSD_only
2220,70,31,almond shells,icp,p,humorous,,,43.0,2,569.0,172.5340546095176,30.322329456857226,pass,True,,False,,RSD_only
2223,70,31,almond shells,icp,al,humorous,,,43.0,2,46.5,35.35533905932738,76.03298722435994,pass,True,,False,,RSD_only
2250,71,25,almond hulls,icp,cu,humorous,,,43.0,2,7.5,4.949747468305833,65.99663291074444,pass,True,,False,,RSD_only
2251,71,25,almond hulls,icp,nd,humorous,,,43.0,2,7.5,4.949747468305833,65.99663291074444,pass,True,,False,,RSD_only
2262,71,25,almond hulls,icp,p,humorous,,,43.0,2,951.5,252.43712088359743,26.530438348249863,pass,True,,False,,RSD_only
2275,56,33,sweet potato culls,icp,al,tackle,,,43.0,2,12.5,2.545584412271572,20.36467529817257,pass,True,,False,,RSD_only
2280,56,33,sweet potato culls,icp,p,tackle,,,43.0,2,2735.0,700.035713374682,25.595455699257112,pass,True,,False,,RSD_only
2317,64,23,grape pomace,icp,cu,ebony,,,43.0,2,9.0,2.8284271247461903,31.42696805273545,pass,True,,False,,RSD_only
2336,49,31,almond shells,icp,cu,tiny,,,43.0,2,9.0,2.8284271247461903,31.42696805273545,pass,True,,False,,RSD_only
2352,59,37,tomato pomace,icp,si,oakleaf,,,43.0,2,8.5,2.1213203435596424,24.956709924231088,pass,True,,False,,RSD_only
2353,59,37,tomato pomace,icp,zn,oakleaf,,,43.0,2,37.0,8.48528137423857,22.93319290334749,pass,True,,False,,RSD_only
2362,59,37,tomato pomace,icp,fe,oakleaf,,,43.0,2,11.95,2.757716446627536,23.07712507638105,pass,True,,False,,RSD_only
2367,48,25,almond hulls,icp,na,vibrant,,,43.0,2,-133.8,121.9052090765608,91.11002173136085,fail,True,,False,,RSD_only
2368,48,25,almond hulls,icp,al,vibrant,,,43.0,2,13.0,2.8284271247461903,21.757131728816848,pass,True,,False,,RSD_only
2369,48,25,almond hulls,icp,fe,vibrant,,,43.0,2,12.65,2.757716446627536,21.8001300128659,pass,True,,False,,RSD_only
2372,48,25,almond hulls,icp,s,vibrant,,,43.0,2,203.0,43.840620433565945,21.596364745598983,pass,True,,False,,RSD_only
2374,48,25,almond hulls,icp,si,vibrant,,,43.0,2,14.5,4.949747468305833,34.13618943659195,pass,True,,False,,RSD_only
2380,48,25,almond hulls,icp,nd,vibrant,,,43.0,2,5.5,2.1213203435596424,38.5694607919935,pass,True,,False,,RSD_only
2386,47,31,almond shells,icp,mn,vibrant,,,43.0,2,9.0,2.8284271247461903,31.42696805273545,pass,True,,False,,RSD_only
2393,47,31,almond shells,icp,ti,vibrant,,,43.0,2,2.0,2.8284271247461903,141.4213562373095,pass,True,,False,,RSD_only
2397,55,22,walnut tree sticks,icp,na,energetic,,,43.0,2,9.0,2.8284271247461903,31.42696805273545,pass,True,,False,,RSD_only
2399,55,22,walnut tree sticks,icp,p,energetic,,,43.0,2,453.5,112.42997820866104,24.79161592252724,pass,True,,False,,RSD_only
2403,55,22,walnut tree sticks,icp,zn,energetic,,,43.0,2,9.0,2.8284271247461903,31.42696805273545,pass,True,,False,,RSD_only
2405,55,22,walnut tree sticks,icp,si,energetic,,,43.0,2,10.5,4.949747468305833,47.14045207910317,pass,True,,False,,RSD_only
2433,60,37,tomato pomace,icp,si,pinecrest,,,43.0,2,13.0,2.8284271247461903,21.757131728816848,pass,True,,False,,RSD_only
2445,61,37,tomato pomace,icp,nd,riverstone,,,43.0,2,1.84,2.602152954766495,141.4213562373095,pass,True,,False,,RSD_only
2465,51,15,almond shells and hulls mix,icp,ti,tiny,,,43.0,2,1.795,2.5385133444597057,141.4213562373095,pass,True,,False,,RSD_only
2487,51,15,almond shells and hulls mix,icp,na,tiny,,,43.0,2,-98.5,144.95689014324225,147.16435547537284,"fail,pass",True,,False,,RSD_only
2488,51,15,almond shells and hulls mix,icp,nd,tiny,,,43.0,2,8.99,2.559726547895303,28.473042801949976,pass,True,,False,,RSD_only
2511,57,19,walnut shells,icp,p,energetic,,,43.0,2,204.5,43.1335136523794,21.09218271509995,pass,True,,False,,RSD_only
2521,72,35,almond branches,icp,s,humorous,,,43.0,2,269.5,61.518289963229634,22.826823734036967,pass,True,,False,,RSD_only
2523,72,35,almond branches,icp,ti,humorous,,,43.0,2,2.0,2.8284271247461903,141.4213562373095,pass,True,,False,,RSD_only
2537,63,34,grape stem,icp,al,maplewood,,,43.0,2,9.15,2.4748737341529163,27.04780037325592,pass,True,,False,,RSD_only
2547,63,34,grape stem,icp,fe,maplewood,,,43.0,2,31.0,7.071067811865476,22.809896167307983,pass,True,,False,,RSD_only
2565,54,12,almond woodchips,icp,cu,popular,,,43.0,2,7.19,5.105310960166873,71.0057157185935,pass,True,,False,,RSD_only
2571,54,12,almond woodchips,icp,ti,popular,,,43.0,2,1.79,2.53144227664784,141.42135623730948,pass,True,,False,,RSD_only
2577,29,6,unused oak stick,icp,ti,maplewood,,,43.0,2,9.0,7.071067811865476,78.56742013183862,pass,True,,False,,RSD_only
2578,29,6,unused oak stick,icp,na,maplewood,,,43.0,2,-10.45,71.34707422172265,682.7471217389727,"fail,pass",True,,False,,RSD_only
2579,29,6,unused oak stick,icp,cu,maplewood,,,43.0,2,11.0,9.899494936611664,89.9954085146515,pass,True,,False,,RSD_only
2580,29,6,unused oak stick,icp,fe,maplewood,,,43.0,2,1227.15,1715.2289191242085,139.7733707471954,pass,True,,True,,RSD_and_3xSD
2581,29,6,unused oak stick,icp,s,maplewood,,,43.0,2,615.0,742.4621202458749,120.72554800745934,pass,True,,True,,RSD_and_3xSD
2582,29,6,unused oak stick,icp,k,maplewood,,,43.0,2,8838.0,11825.65380856382,133.80463689255285,pass,True,,True,,RSD_and_3xSD
2583,29,6,unused oak stick,icp,mg,maplewood,,,43.0,2,603.58,843.4652528705614,139.74373784263253,pass,True,,True,,RSD_and_3xSD
2584,29,6,unused oak stick,icp,ca,maplewood,,,43.0,2,6600.5,8908.838336169312,134.9721738681814,pass,True,,True,,RSD_and_3xSD
2585,29,6,unused oak stick,icp,zn,maplewood,,,43.0,2,10.75,15.202795795510772,141.4213562373095,pass,True,,False,,RSD_only
2586,29,6,unused oak stick,icp,p,maplewood,,,43.0,2,369.4,471.7816444076645,127.71565901669317,pass,True,,False,,RSD_only
2587,29,6,unused oak stick,icp,nd,maplewood,,,43.0,2,12.6,17.819090885900998,141.4213562373095,pass,True,,True,,RSD_and_3xSD
2589,29,6,unused oak stick,icp,mn,maplewood,,,43.0,2,57.35,51.40666299226201,89.6367271007184,pass,True,,True,,RSD_and_3xSD
2590,29,6,unused oak stick,icp,al,maplewood,,,43.0,2,232.5,323.1477990022522,138.98830064613,pass,True,,True,,RSD_and_3xSD
2596,27,26,spent oak chips,icp,al,maplewood,,,43.0,2,7.195,5.098239892355008,70.85809440382221,pass,True,,False,,RSD_only
2600,27,26,spent oak chips,icp,na,maplewood,,,43.0,2,-141.5,129.4005409571382,91.44914555274784,fail,True,,False,,RSD_only
2630,53,35,almond branches,icp,s,vibrant,,,43.0,2,367.5,96.873629022557,26.360171162600547,pass,True,,False,,RSD_only
2650,58,13,walnut hulls,icp,p,energetic,,,43.0,2,777.0,189.5046173579948,24.389268643242566,pass,True,,False,,RSD_only
2668,22,1,spent yeast,icp,si,maplewood,,,43.0,2,9.0,2.8284271247461903,31.42696805273545,pass,True,,False,,RSD_only
2674,22,1,spent yeast,icp,cu,maplewood,,,43.0,2,18.25,5.444722215136417,29.83409432951461,pass,True,,False,,RSD_only
2676,62,23,grape pomace,icp,ti,maplewood,,,43.0,2,1.85,2.616295090390226,141.4213562373095,pass,True,,False,,RSD_only
2680,62,23,grape pomace,icp,fe,maplewood,,,42.0,2,287.0,127.27922061357856,44.34816049253608,pass,True,,False,,RSD_only
2697,62,23,grape pomace,icp,na,maplewood,,,43.0,2,-138.0,117.37972567696688,85.05777222968615,"fail,pass",True,,False,,RSD_only
2701,62,23,grape pomace,icp,fe,maplewood,,,43.0,2,9.0,2.8284271247461903,31.42696805273545,pass,True,,False,,RSD_only
